Parent_name,Gram_stain,Motility,Cell_shape,Culture_temperature_range,Oxygen_tolerance,Spore_formation,Biosafety_level
Salinicoccus sediminis,NA,NA,NA,mesophilic,NA,NA,NA
Salinicoccus sesuvii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Salinicoccus siamensis,positive,no,coccus,mesophilic,NA,no,BSL-1
Salinicola acroporae,NA,NA,NA,mesophilic,NA,NA,NA
Salinicola aestuarinus,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Salinicola corii,negative,yes,rod,NA,NA,NA,NA
Salinicola endophyticus,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Salinicola halimionae,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Salinicola halophilus,negative,yes,rod,mesophilic,NA,no,BSL-1
Salinicola halophyticus,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Salinicola lusitanus,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Salinicola peritrichatus,NA,NA,NA,mesophilic,NA,NA,BSL-1
Salinicola rhizosphaerae,negative,yes,rod,NA,NA,NA,NA
Salinicola salarius,negative,yes,rod,mesophilic,NA,no,BSL-1
Salinicola socius,NA,NA,NA,mesophilic,NA,NA,BSL-1
Salinicola tamaricis,negative,yes,rod,mesophilic,NA,no,NA
Salinicola zeshunii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Salinifilum ghardaiense,positive,NA,NA,mesophilic,NA,NA,BSL-1
Salinifilum proteinilyticum,positive,NA,NA,NA,NA,NA,NA
Salinigranum halophilum,NA,NA,NA,mesophilic,NA,NA,NA
Salinigranum rubrum,NA,NA,NA,mesophilic,NA,NA,NA
Salinigranum salinum,negative,yes,NA,NA,NA,NA,NA
Salinihabitans flavidus,negative,yes,rod,mesophilic,NA,NA,BSL-1
Salinimicrobium catena,negative,no,rod,mesophilic,NA,no,BSL-1
Salinimicrobium flavum,negative,no,rod,NA,NA,no,NA
Salinimicrobium gaetbulicola,negative,no,rod,NA,NA,NA,NA
Salinimicrobium marinum,negative,yes,rod,NA,NA,no,NA
Salinimicrobium nanhaiense,NA,NA,NA,NA,NA,NA,NA
Salinimicrobium oceani,NA,NA,NA,NA,NA,NA,NA
Salinimicrobium sediminis,NA,NA,NA,NA,NA,NA,BSL-1
Salinimicrobium soli,negative,no,rod,mesophilic,NA,NA,NA
Salinimicrobium terrae,negative,no,rod,mesophilic,NA,no,BSL-1
Salininema proteolyticum,NA,NA,NA,NA,NA,NA,BSL-1
Saliniradius amylolyticus,NA,NA,NA,NA,NA,NA,NA
Saliniramus fredricksonii,NA,NA,NA,mesophilic,NA,NA,NA
Salinirepens amamiensis,negative,yes,rod,NA,NA,no,NA
Salinirubellus salinus,negative,yes,NA,NA,NA,NA,NA
Salinirubrum litoreum,NA,NA,NA,mesophilic,NA,NA,NA
Salinirussus salinus,NA,NA,NA,mesophilic,NA,NA,NA
Salinisphaera aquimarina,negative,yes,rod,NA,NA,NA,NA
Salinisphaera dokdonensis,negative,yes,rod,mesophilic,NA,no,BSL-1
Salinisphaera halophila,negative,yes,rod,mesophilic,NA,no,BSL-1
Salinisphaera hydrothermalis,negative,yes,rod,mesophilic,NA,no,BSL-1
Salinisphaera japonica,negative,no,rod,NA,NA,NA,NA
Salinisphaera orenii,negative,yes,rod,NA,NA,no,NA
Salinisphaera shabanensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Salinispira pacifica,NA,NA,NA,mesophilic,NA,NA,BSL-1
Salinispirillum marinum,NA,NA,NA,NA,NA,NA,BSL-1
Salinispora arenicola,positive,no,coccus,mesophilic,NA,yes,BSL-1
Salinispora cortesiana,NA,NA,NA,NA,NA,NA,NA
Salinispora fenicalii,NA,NA,NA,NA,NA,NA,NA
Salinispora goodfellowii,NA,NA,NA,NA,NA,NA,NA
Salinispora mooreana,NA,NA,NA,mesophilic,NA,NA,NA
Salinispora oceanensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Salinispora pacifica,NA,NA,NA,mesophilic,NA,NA,BSL-1
Salinispora tropica,positive,NA,rod,mesophilic,NA,yes,BSL-1
Salinispora vitiensis,NA,NA,NA,mesophilic,NA,NA,NA
Salinithrix halophila,NA,NA,NA,NA,NA,NA,BSL-1
Salinivenus iranica,negative,no,rod,NA,NA,NA,NA
Salinivenus lutea,negative,no,rod,NA,NA,NA,NA
Salinivibrio kushneri,NA,NA,NA,NA,NA,NA,NA
Salinivibrio proteolyticus,negative,yes,rod,mesophilic,NA,no,BSL-1
Salinivibrio sharmensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Salinivibrio siamensis,negative,yes,rod,mesophilic,NA,no,BSL-1
Salinivirga cyanobacteriivorans,NA,NA,rod,mesophilic,NA,NA,BSL-1
Salinovum rubellum,negative,no,rod,mesophilic,NA,no,NA
Salipaludibacillus agaradhaerens,NA,NA,NA,mesophilic,NA,NA,BSL-1
Salipaludibacillus aurantiacus,positive,no,rod,NA,NA,yes,NA
Salipaludibacillus halalkaliphilus,positive,no,rod,mesophilic,NA,yes,NA
Salipaludibacillus keqinensis,NA,NA,NA,NA,NA,NA,NA
Salipaludibacillus neizhouensis,positive,no,rod,mesophilic,NA,yes,BSL-1
Saliphagus infecundisoli,negative,no,coccus,NA,NA,NA,BSL-1
Salipiger aestuarii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Salipiger bermudensis,negative,no,rod,mesophilic,NA,no,BSL-1
Salipiger manganoxidans,NA,NA,NA,NA,NA,NA,BSL-1
Salipiger mangrovisoli,NA,NA,NA,NA,NA,NA,NA
Salipiger marinus,negative,no,rod,mesophilic,NA,NA,BSL-1
Salipiger mucosus,negative,no,rod,mesophilic,NA,NA,BSL-1
Salipiger pallidus,negative,yes,rod,NA,NA,NA,BSL-1
Salipiger profundus,NA,NA,NA,NA,NA,NA,BSL-1
Salipiger thiooxidans,NA,NA,NA,mesophilic,NA,NA,BSL-1
Salirhabdus euzebyi,positive,yes,rod,mesophilic,NA,yes,BSL-1
Salirhabdus salicampi,positive,yes,rod,mesophilic,NA,yes,BSL-1
Salisaeta longa,negative,NA,rod,mesophilic,NA,NA,BSL-1
Salisediminibacterium beveridgei,NA,yes,rod,mesophilic,NA,NA,BSL-1
Salisediminibacterium haloalkalitolerans,NA,NA,NA,NA,NA,NA,BSL-1
Salisediminibacterium halotolerans,positive,no,rod,mesophilic,NA,no,BSL-1
Salisediminibacterium locisalis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Salisediminibacterium selenitireducens,NA,NA,NA,mesophilic,NA,NA,BSL-1
Saliterribacillus persicus,positive,yes,rod,mesophilic,NA,yes,BSL-1
Salmonella bongori,NA,NA,NA,mesophilic,NA,NA,NA
Salmonella enterica,NA,NA,NA,mesophilic,NA,NA,NA
Salmonella subterranea,NA,NA,NA,mesophilic,NA,NA,BSL-1
Salsipaludibacter albus,NA,NA,NA,NA,NA,NA,NA
Salsuginibacillus halophilus,positive,no,rod,mesophilic,NA,yes,BSL-1
Salsuginibacillus kocurii,positive,yes,rod,mesophilic,NA,yes,BSL-1
Salsuginimonas clara,negative,yes,rod,NA,NA,no,NA
Samsonia erythrinae,NA,NA,NA,mesophilic,NA,NA,BSL-1
Sandaracinobacter neustonicus,NA,NA,NA,mesophilic,NA,NA,NA
Sandaracinobacteroides hominis,NA,NA,NA,NA,NA,NA,NA
Sandaracinomonas limnophila,negative,no,rod,NA,NA,no,NA
Sandaracinus amylolyticus,negative,NA,rod,mesophilic,NA,yes,BSL-1
Sandarakinorhabdus cyanobacteriorum,negative,yes,rod,NA,NA,NA,NA
Sandarakinorhabdus limnophila,negative,no,rod,psychrophilic,NA,no,BSL-1
Sandarakinorhabdus oryzae,NA,NA,NA,NA,NA,NA,NA
Sandarakinorhabdus rubra,NA,NA,NA,NA,NA,NA,NA
Sanguibacter antarcticus,positive,yes,rod,mesophilic,NA,NA,BSL-1
Sanguibacter gelidistatuariae,positive,yes,rod,NA,NA,no,BSL-1
Sanguibacter inulinus,NA,NA,NA,mesophilic,NA,NA,BSL-1
Sanguibacter keddieii,NA,NA,NA,NA,NA,NA,NA
Sanguibacter suaedae,NA,NA,NA,NA,NA,NA,NA
Sanguibacter suarezii,NA,NA,NA,NA,NA,NA,NA
Sansalvadorimonas verongulae,negative,yes,rod,NA,NA,NA,NA
Sanuguinoglea alkalitolerans,NA,NA,NA,mesophilic,NA,NA,NA
Saonia flava,negative,no,rod,psychrophilic,NA,no,BSL-1
Sapientia aquatica,NA,NA,NA,mesophilic,NA,NA,NA
Saprospira grandis,NA,NA,NA,mesophilic,NA,NA,NA
Sarcina maxima,NA,NA,NA,mesophilic,NA,NA,NA
Sarcina ventriculi,NA,NA,NA,mesophilic,NA,NA,NA
Savagea faecisuis,NA,NA,NA,mesophilic,NA,NA,NA
Scardovia inopinata,NA,NA,NA,mesophilic,NA,NA,BSL-1
Scardovia wiggsiae,positive,no,ovoid,mesophilic,NA,no,BSL-1
Schaalia canis,NA,NA,NA,mesophilic,microaerophile,NA,NA
Schaalia cardiffensis,NA,NA,NA,mesophilic,NA,NA,NA
Schaalia funkei,NA,NA,NA,mesophilic,microaerophile,NA,NA
Schaalia georgiae,NA,NA,NA,mesophilic,NA,NA,NA
Schaalia hyovaginalis,NA,NA,NA,mesophilic,NA,NA,NA
Schaalia meyeri,NA,NA,NA,mesophilic,NA,NA,NA
Schaalia naturae,NA,NA,NA,mesophilic,NA,NA,BSL-1
Schaalia odontolytica,NA,NA,NA,mesophilic,NA,NA,NA
Schaalia radingae,NA,NA,NA,mesophilic,NA,NA,NA
Schaalia suimastitidis,NA,NA,NA,mesophilic,NA,NA,NA
Schaalia turicensis,NA,NA,NA,mesophilic,NA,NA,NA
Schaalia vaccimaxillae,positive,no,rod,mesophilic,NA,no,BSL-2
Schaedlerella arabinosiphila,NA,NA,rod,mesophilic,NA,yes,NA
Schinkia azotoformans,NA,NA,NA,mesophilic,NA,NA,BSL-1
Schinkia oryziterrae,NA,NA,NA,mesophilic,microaerophile,NA,BSL-1
Schlegelella aquatica,NA,NA,NA,NA,NA,NA,BSL-1
Schlegelella brevitalea,negative,yes,NA,mesophilic,NA,NA,NA
Schlegelella thermodepolymerans,NA,NA,NA,thermophilic,NA,NA,NA
Schleiferia thermophila,NA,NA,NA,thermophilic,NA,NA,BSL-1
Schleiferilactobacillus harbinensis,NA,NA,NA,mesophilic,microaerophile,NA,BSL-1
Schleiferilactobacillus perolens,NA,NA,NA,mesophilic,NA,NA,NA
Schleiferilactobacillus shenzhenensis,positive,no,rod,mesophilic,microaerophile,no,BSL-1
Schnuerera ultunensis,NA,NA,NA,NA,NA,NA,NA
Schumannella luteola,NA,NA,NA,mesophilic,NA,NA,BSL-1
Schumannella soli,NA,NA,NA,NA,NA,NA,NA
Schwartzia succinivorans,NA,NA,NA,mesophilic,NA,NA,BSL-1
Sciscionella marina,positive,NA,NA,mesophilic,NA,NA,BSL-1
Scopulibacillus daqui,positive,no,rod,NA,NA,yes,BSL-1
Scopulibacillus darangshiensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Scrofimicrobium canadense,NA,NA,NA,mesophilic,NA,NA,NA
Sebaldella termitidis,NA,NA,NA,mesophilic,NA,NA,NA
Secundilactobacillus collinoides,NA,NA,NA,mesophilic,NA,NA,BSL-1
Secundilactobacillus folii,NA,NA,NA,mesophilic,NA,NA,NA
Secundilactobacillus hailunensis,NA,NA,NA,NA,NA,NA,NA
Secundilactobacillus malefermentans,NA,NA,NA,mesophilic,NA,NA,NA
Secundilactobacillus mixtipabuli,NA,NA,NA,mesophilic,NA,NA,NA
Secundilactobacillus odoratitofui,positive,no,rod,mesophilic,microaerophile,no,BSL-1
Secundilactobacillus oryzae,NA,NA,NA,mesophilic,NA,NA,NA
Secundilactobacillus paracollinoides,NA,NA,NA,mesophilic,NA,NA,BSL-1
Secundilactobacillus pentosiphilus,NA,NA,NA,mesophilic,NA,NA,NA
Secundilactobacillus silagei,NA,no,rod,mesophilic,microaerophile,no,BSL-1
Secundilactobacillus silagincola,positive,no,rod,NA,NA,no,BSL-1
Secundilactobacillus similis,positive,no,rod,mesophilic,NA,no,BSL-1
Secundilactobacillus yichangensis,NA,NA,NA,NA,NA,NA,NA
Sedimentibacter acidaminivorans,negative,no,rod,NA,NA,no,BSL-1
Sedimentibacter hongkongensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Sedimentibacter hydroxybenzoicus,NA,NA,NA,mesophilic,NA,NA,BSL-1
Sedimentibacter saalensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Sedimenticola selenatireducens,NA,NA,NA,mesophilic,NA,NA,BSL-1
Sedimenticola thiotaurini,NA,NA,NA,mesophilic,NA,NA,BSL-1
Sedimentisphaera cyanobacteriorum,NA,no,NA,mesophilic,NA,no,NA
Sedimentisphaera salicampi,NA,NA,NA,mesophilic,NA,NA,NA
Sedimentitalea nanhaiensis,negative,yes,rod,mesophilic,NA,NA,BSL-1
Sedimentitalea todarodis,negative,yes,rod,NA,NA,NA,NA
Sediminibacillus albus,positive,yes,rod,mesophilic,NA,yes,BSL-1
Sediminibacillus dalangtanensis,NA,NA,NA,NA,NA,NA,NA
Sediminibacillus halophilus,positive,yes,rod,mesophilic,NA,no,BSL-1
Sediminibacillus terrae,NA,NA,NA,mesophilic,NA,NA,NA
Sediminibacter furfurosus,negative,no,rod,NA,NA,NA,NA
Sediminibacterium aquarii,negative,yes,rod,NA,NA,NA,NA
Sediminibacterium ginsengisoli,negative,yes,rod,mesophilic,NA,no,BSL-1
Sediminibacterium goheungense,NA,NA,NA,mesophilic,NA,NA,BSL-1
Sediminibacterium lactis,negative,no,rod,NA,NA,no,NA
Sediminibacterium magnilacihabitans,NA,NA,NA,mesophilic,NA,NA,BSL-1
Sediminibacterium roseum,negative,yes,rod,NA,NA,NA,NA
Sediminibacterium salmoneum,negative,yes,rod,mesophilic,NA,no,BSL-1
Sediminicola arcticus,NA,NA,NA,psychrophilic,NA,NA,NA
Sediminicola flavus,NA,NA,NA,mesophilic,NA,NA,NA
Sediminicola luteus,negative,no,rod,NA,NA,no,NA
Sediminihabitans luteus,NA,NA,NA,mesophilic,NA,NA,BSL-1
Sediminihaliea albiluteola,NA,NA,NA,NA,NA,NA,NA
Sediminimonas qiaohouensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Sediminispirochaeta bajacaliforniensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Sediminispirochaeta sinaica,NA,NA,NA,mesophilic,NA,NA,BSL-1
Sediminispirochaeta smaragdinae,NA,NA,NA,mesophilic,NA,NA,BSL-1
Sediminitomix flava,negative,no,rod,mesophilic,NA,NA,BSL-1
Sediminivirga luteola,positive,no,rod,NA,NA,NA,NA
Segetibacter aerophilus,negative,no,rod,NA,NA,no,NA
Segetibacter koreensis,negative,no,rod,mesophilic,NA,no,BSL-1
Segniliparus rotundus,NA,NA,NA,mesophilic,NA,NA,NA
Segniliparus rugosus,NA,NA,NA,mesophilic,NA,NA,BSL-1
Segnochrobactrum spirostomi,NA,NA,NA,mesophilic,NA,NA,NA
Seinonella peptonophila,positive,NA,NA,mesophilic,NA,NA,BSL-1
Seleniivibrio woodruffii,negative,yes,rod,mesophilic,NA,no,BSL-1
Selenomonas artemidis,NA,NA,NA,mesophilic,NA,NA,BSL-2
Selenomonas bovis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Selenomonas dianae,NA,NA,NA,mesophilic,NA,NA,BSL-2
Selenomonas flueggei,NA,NA,NA,mesophilic,NA,NA,BSL-2
Selenomonas infelix,NA,NA,NA,mesophilic,NA,NA,BSL-2
Selenomonas lacticifex,NA,NA,NA,mesophilic,NA,NA,BSL-1
Selenomonas montiformis,NA,NA,NA,mesophilic,NA,NA,NA
Selenomonas noxia,NA,NA,NA,mesophilic,NA,NA,NA
Selenomonas sputigena,NA,NA,NA,mesophilic,NA,NA,BSL-1
Selenomonas timonae,NA,NA,NA,NA,NA,NA,NA
Seliberia stellata,NA,NA,NA,NA,NA,NA,BSL-1
Sellimonas caecigallum,NA,NA,NA,mesophilic,NA,NA,NA
Sellimonas intestinalis,positive,yes,NA,NA,NA,no,BSL-1
Sellimonas monacensis,NA,NA,NA,mesophilic,NA,NA,NA
Seminibacterium arietis,NA,NA,NA,mesophilic,microaerophile,NA,NA
Senegalia massiliensis,NA,NA,NA,mesophilic,NA,NA,NA
Senegalimassilia anaerobia,NA,NA,NA,mesophilic,NA,NA,BSL-1
Senegalimassilia faecalis,NA,NA,NA,NA,NA,NA,NA
Senimuribacter intestinalis,NA,NA,NA,mesophilic,NA,NA,NA
Seohaeicola nanhaiensis,NA,NA,NA,NA,NA,NA,BSL-1
Seohaeicola saemankumensis,negative,no,NA,mesophilic,NA,NA,BSL-1
Seohaeicola westpacificensis,NA,NA,NA,mesophilic,NA,NA,NA
Seohaeicola zhoushanensis,negative,yes,rod,NA,NA,NA,NA
Seonamhaeicola acroporae,NA,NA,NA,NA,NA,NA,NA
Seonamhaeicola algicola,negative,yes,rod,NA,NA,NA,NA
Seonamhaeicola aphaedonensis,NA,NA,NA,NA,NA,NA,BSL-1
Seonamhaeicola marinus,negative,no,rod,NA,NA,NA,NA
Seonamhaeicola maritimus,NA,NA,NA,NA,NA,NA,NA
Seonamhaeicola sediminis,negative,yes,rod,NA,NA,NA,NA
Seongchinamella sediminis,negative,no,rod,NA,NA,no,NA
Seongchinamella unica,NA,NA,NA,mesophilic,NA,NA,NA
Seramator thermalis,NA,NA,NA,NA,NA,NA,NA
Serinibacter arcticus,NA,NA,NA,mesophilic,NA,NA,NA
Serinibacter salmoneus,positive,no,rod,mesophilic,NA,no,BSL-1
Serinibacter tropicus,NA,NA,NA,NA,NA,NA,BSL-1
Serinicoccus chungangensis,positive,NA,NA,mesophilic,NA,NA,BSL-1
Serinicoccus hydrothermalis,NA,NA,NA,mesophilic,NA,NA,NA
Serinicoccus marinus,positive,no,coccus,psychrophilic,NA,no,BSL-1
Serinicoccus profundi,positive,no,coccus,NA,NA,no,BSL-1
Serinicoccus sediminis,positive,no,coccus,mesophilic,NA,no,NA
Serpens gallinarum,NA,NA,NA,mesophilic,NA,NA,NA
Serpentinicella alkaliphila,positive,yes,rod,NA,NA,yes,BSL-1
Serpentinimonas barnesii,NA,NA,NA,mesophilic,NA,NA,NA
Serpentinimonas maccroryi,NA,NA,NA,mesophilic,NA,NA,NA
Serpentinimonas raichei,NA,NA,NA,mesophilic,NA,NA,NA
Serratia aquatilis,negative,yes,rod,mesophilic,NA,no,BSL-1
Serratia bockelmannii,NA,NA,NA,NA,NA,NA,NA
Serratia entomophila,NA,NA,NA,mesophilic,NA,NA,BSL-1
Serratia ficaria,NA,NA,NA,mesophilic,NA,NA,NA
Serratia fonticola,NA,NA,NA,mesophilic,NA,NA,NA
Serratia grimesii,NA,NA,NA,NA,NA,NA,NA
Serratia liquefaciens,NA,NA,NA,mesophilic,NA,NA,NA
Serratia marcescens,NA,NA,NA,mesophilic,NA,NA,NA
Serratia microhaemolytica,NA,NA,NA,NA,NA,NA,NA
Serratia myotis,NA,NA,NA,mesophilic,NA,NA,NA
Serratia nematodiphila,negative,yes,rod,mesophilic,NA,no,BSL-1
Serratia odorifera,NA,NA,NA,mesophilic,NA,NA,NA
Serratia oryzae,negative,yes,rod,NA,NA,NA,NA
Serratia plymuthica,NA,NA,NA,mesophilic,NA,NA,BSL-1
Serratia proteamaculans,NA,NA,NA,mesophilic,NA,NA,NA
Serratia quinivorans,NA,NA,NA,mesophilic,NA,NA,BSL-1
Serratia rhizosphaerae,NA,NA,NA,NA,NA,NA,NA
Serratia rubidaea,NA,NA,NA,mesophilic,NA,NA,NA
Serratia symbiotica,NA,NA,NA,mesophilic,NA,NA,BSL-1
Serratia ureilytica,negative,yes,rod,NA,NA,no,BSL-1
Serratia vespertilionis,NA,NA,NA,NA,NA,NA,NA
Sharpea azabuensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Sharpea porci,NA,NA,NA,mesophilic,NA,NA,BSL-1
Shewanella abyssi,negative,yes,rod,psychrophilic,NA,no,BSL-1
Shewanella aestuarii,negative,yes,rod,NA,NA,no,NA
Shewanella algae,NA,NA,NA,NA,NA,NA,NA
Shewanella algicola,negative,yes,rod,NA,NA,NA,BSL-1
Shewanella algidipiscicola,negative,yes,rod,NA,NA,NA,NA
Shewanella amazonensis,NA,NA,NA,mesophilic,NA,NA,NA
Shewanella aquimarina,negative,yes,rod,NA,NA,no,NA
Shewanella atlantica,negative,yes,rod,psychrophilic,NA,no,BSL-1
Shewanella avicenniae,NA,NA,NA,NA,NA,NA,NA
Shewanella baltica,NA,NA,NA,mesophilic,NA,NA,NA
Shewanella basaltis,negative,yes,rod,NA,NA,no,NA
Shewanella benthica,NA,NA,NA,psychrophilic,NA,NA,NA
Shewanella canadensis,negative,yes,rod,psychrophilic,NA,no,BSL-1
Shewanella carassii,negative,yes,rod,mesophilic,NA,NA,NA
Shewanella chilikensis,negative,yes,rod,NA,NA,no,NA
Shewanella colwelliana,NA,NA,NA,mesophilic,NA,NA,BSL-1
Shewanella corallii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Shewanella cyperi,NA,NA,NA,NA,NA,NA,NA
Shewanella decolorationis,NA,NA,NA,mesophilic,NA,NA,NA
Shewanella denitrificans,NA,NA,NA,NA,NA,NA,BSL-1
Shewanella dokdonensis,negative,yes,rod,mesophilic,NA,no,BSL-1
Shewanella donghaensis,negative,yes,rod,psychrophilic,NA,NA,NA
Shewanella electrodiphila,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Shewanella fidelis,NA,NA,NA,mesophilic,NA,NA,NA
Shewanella fodinae,negative,yes,rod,mesophilic,NA,NA,NA
Shewanella frigidimarina,NA,NA,NA,NA,NA,NA,NA
Shewanella gaetbuli,negative,yes,rod,mesophilic,NA,no,BSL-1
Shewanella gelidii,negative,yes,rod,NA,NA,no,NA
Shewanella gelidimarina,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Shewanella glacialipiscicola,negative,yes,rod,NA,NA,NA,NA
Shewanella hafniensis,negative,yes,rod,NA,NA,no,NA
Shewanella halifaxensis,negative,yes,rod,psychrophilic,NA,no,BSL-1
Shewanella hanedai,NA,NA,NA,psychrophilic,NA,NA,NA
Shewanella indica,NA,NA,NA,NA,NA,NA,BSL-1
Shewanella insulae,NA,NA,NA,NA,NA,NA,NA
Shewanella intestini,negative,yes,rod,mesophilic,NA,NA,NA
Shewanella inventionis,negative,yes,rod,NA,NA,NA,NA
Shewanella irciniae,NA,NA,NA,NA,NA,NA,BSL-1
Shewanella japonica,NA,NA,NA,mesophilic,NA,NA,BSL-1
Shewanella jiangmenensis,NA,NA,NA,NA,NA,NA,NA
Shewanella kaireitica,negative,yes,rod,mesophilic,NA,no,BSL-1
Shewanella khirikhana,NA,NA,NA,NA,NA,NA,NA
Shewanella litoralis,negative,yes,rod,mesophilic,NA,NA,NA
Shewanella litorisediminis,NA,NA,NA,mesophilic,NA,NA,NA
Shewanella livingstonensis,NA,NA,NA,psychrophilic,NA,NA,NA
Shewanella loihica,negative,yes,rod,psychrophilic,NA,no,BSL-1
Shewanella mangrovi,NA,NA,NA,mesophilic,NA,NA,NA
Shewanella marina,negative,yes,rod,NA,NA,NA,NA
Shewanella marinintestina,NA,NA,NA,mesophilic,NA,NA,NA
Shewanella marisflavi,negative,yes,rod,NA,NA,no,NA
Shewanella maritima,NA,NA,NA,mesophilic,NA,NA,NA
Shewanella morhuae,negative,yes,rod,NA,NA,no,NA
Shewanella nanhaiensis,NA,NA,NA,NA,NA,NA,NA
Shewanella olleyana,NA,NA,NA,mesophilic,NA,NA,NA
Shewanella oneidensis,NA,NA,NA,mesophilic,NA,NA,NA
Shewanella pacifica,negative,yes,rod,mesophilic,NA,no,BSL-1
Shewanella pealeana,NA,NA,NA,mesophilic,NA,NA,NA
Shewanella piezotolerans,negative,yes,rod,NA,NA,NA,NA
Shewanella pneumatophori,negative,yes,rod,NA,NA,NA,NA
Shewanella polaris,NA,NA,NA,NA,NA,NA,NA
Shewanella profunda,negative,yes,rod,mesophilic,NA,no,BSL-1
Shewanella psychromarinicola,NA,NA,NA,psychrophilic,NA,NA,NA
Shewanella psychrophila,negative,yes,rod,psychrophilic,NA,NA,NA
Shewanella putrefaciens,NA,NA,NA,mesophilic,NA,NA,NA
Shewanella sairae,NA,NA,NA,psychrophilic,NA,NA,NA
Shewanella saliphila,negative,yes,rod,mesophilic,NA,NA,NA
Shewanella schlegeliana,NA,NA,NA,mesophilic,NA,NA,NA
Shewanella sedimentimangrovi,NA,NA,NA,NA,NA,NA,NA
Shewanella sediminis,negative,yes,rod,psychrophilic,NA,no,BSL-1
Shewanella seohaensis,NA,NA,NA,mesophilic,NA,NA,NA
Shewanella submarina,NA,NA,NA,NA,NA,NA,NA
Shewanella surugensis,negative,yes,rod,psychrophilic,NA,no,BSL-1
Shewanella ulleungensis,negative,yes,rod,mesophilic,NA,NA,NA
Shewanella upenei,NA,NA,NA,mesophilic,NA,NA,NA
Shewanella vesiculosa,NA,NA,NA,psychrophilic,NA,NA,NA
Shewanella violacea,NA,NA,NA,psychrophilic,NA,NA,NA
Shewanella waksmanii,NA,NA,NA,mesophilic,NA,NA,NA
Shewanella woodyi,NA,NA,NA,mesophilic,NA,NA,BSL-1
Shewanella xiamenensis,negative,yes,rod,mesophilic,NA,no,BSL-1
Shewanella yunxiaonensis,NA,NA,NA,NA,NA,NA,NA
Shigella boydii,NA,NA,NA,mesophilic,NA,NA,NA
Shigella dysenteriae,NA,NA,NA,mesophilic,NA,NA,NA
Shigella flexneri,NA,NA,NA,mesophilic,NA,NA,NA
Shigella sonnei,NA,NA,NA,mesophilic,NA,NA,NA
Shimazuella alba,positive,NA,NA,mesophilic,NA,yes,NA
Shimazuella kribbensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Shimia abyssi,negative,no,NA,NA,NA,no,BSL-1
Shimia aestuarii,negative,NA,NA,mesophilic,NA,NA,BSL-1
Shimia aquaeponti,NA,NA,NA,NA,NA,NA,BSL-1
Shimia biformata,negative,no,rod,NA,NA,no,NA
Shimia gijangensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Shimia haliotis,negative,yes,rod,mesophilic,NA,NA,BSL-1
Shimia isoporae,negative,yes,rod,mesophilic,NA,NA,BSL-1
Shimia marina,negative,yes,rod,mesophilic,NA,no,BSL-1
Shimia sagamensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Shimia sediminis,NA,NA,NA,NA,NA,NA,NA
Shimia thalassica,negative,no,rod,NA,NA,NA,NA
Shimwellia blattae,NA,NA,NA,mesophilic,NA,NA,NA
Shimwellia pseudoproteus,NA,NA,NA,mesophilic,NA,NA,BSL-1
Shinella curvata,negative,no,rod,NA,NA,NA,NA
Shinella daejeonensis,NA,NA,NA,mesophilic,NA,NA,NA
Shinella fusca,negative,yes,rod,mesophilic,NA,NA,BSL-1
Shinella granuli,negative,yes,rod,mesophilic,NA,no,BSL-1
Shinella kummerowiae,negative,yes,rod,mesophilic,NA,no,BSL-1
Shinella pollutisoli,negative,yes,rod,mesophilic,NA,NA,NA
Shinella yambaruensis,negative,no,rod,mesophilic,NA,no,BSL-1
Shinella zoogloeoides,NA,NA,NA,mesophilic,NA,NA,BSL-1
Shouchella clausii,NA,NA,NA,mesophilic,NA,NA,NA
Shouchella gibsonii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Shouchella hunanensis,NA,yes,rod,mesophilic,NA,yes,NA
Shouchella lonarensis,NA,NA,NA,NA,NA,NA,NA
Shouchella miscanthi,NA,NA,NA,mesophilic,NA,NA,NA
Shouchella oshimensis,positive,yes,rod,mesophilic,NA,yes,BSL-1
