Species,anthropic/claude-3-sonnet,anthropic/claude-sonnet-4,deepseek/deepseek-chat-v3-0324,deepseek/deepseek-r1-0528,google/gemini-2.5-flash,google/gemini-2.5-flash-lite,google/gemma-3-27b-it,meta-llama/llama-3.3-70b-instruct,mistralai/mistral-nemo,moonshotai/kimi-k2,openai/gpt-4,openai/gpt-4.1,openai/gpt-4.1-nano,openai/gpt-4o,openai/gpt-4o-mini,openai/gpt-5,openai/gpt-5-nano,openai/gpt-oss-120b,openai/gpt-oss-20b,openai/o4-mini,perplexity/sonar-reasoning-pro,x-ai/grok-3-mini
Pandoraea cepalis,Moderate,Limited,Moderate,Moderate,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Moderate,NA,NA,Limited,NA,NA,No Result,NA
Micromonospora humida,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,NA,Limited,Limited,Limited,Limited,No Result,Moderate
Chryseobacterium kimseyorum,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Limited,NA,NA,NA,NA,Limited,No Result,Limited
Sphingobium terrigena,Moderate,Limited,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Extensive,Limited,NA,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Moderate
Erythrobacter donghaensis,Moderate,Limited,Moderate,Extensive,Moderate,Limited,Moderate,Moderate,Limited,Moderate,Moderate,No Result,Moderate,Limited,Moderate,Limited,Limited,Moderate,Moderate,Limited,No Result,Limited
Yaniella flava,Limited,Limited,Limited,Moderate,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Limited,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Pyxidicoccus xibeiensis,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,NA,Limited,Limited,No Result,NA,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,NA
Ureibacillus chungkukjangi,Moderate,Limited,Limited,Limited,Limited,Moderate,Moderate,Limited,Moderate,Limited,Limited,No Result,Limited,Limited,Limited,NA,Limited,Limited,Limited,Limited,No Result,Limited
Phyllobacterium calauticae,Limited,Limited,NA,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,NA,No Result,Limited,NA,Limited,NA,NA,NA,Limited,Limited,No Result,NA
Gulosibacter bifidus,Limited,Limited,Limited,Limited,NA,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Limited,Limited,Limited,NA,NA,NA,Limited,Limited,No Result,Limited
Chungangia koreensis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,NA,No Result,NA,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Alicyclobacillus suci,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,NA,NA,NA,NA,NA,No Result,NA
Kaistia dalseonensis,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Aeromonas finlandensis,Moderate,Limited,Limited,Limited,Limited,Moderate,Moderate,NA,Moderate,Limited,NA,No Result,NA,Limited,Moderate,NA,NA,Limited,Moderate,Limited,No Result,Limited
Paralcaligenes ginsengisoli,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Limited,Limited,Limited,No Result,NA,Limited,Limited,Limited,Limited,Limited,Limited,NA,No Result,Limited
Micromonospora caldifontis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Limited,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Pseudoalteromonas aestuariivivens,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,NA
Dyella humi,Limited,Limited,Moderate,Limited,Limited,Limited,Moderate,Moderate,Limited,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Dyella mobilis,Moderate,Limited,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Dyella flava,Moderate,Limited,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Limited,Moderate,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Moderate
Chryseobacterium salipaludis,Limited,Limited,Limited,Limited,Limited,NA,Limited,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Actinomadura roseirufa,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,NA,No Result,NA,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Limited
Rhodococcus olei,Moderate,Limited,Limited,Limited,NA,Limited,Moderate,NA,Moderate,Moderate,Limited,No Result,Moderate,Limited,Extensive,NA,NA,Limited,Limited,Limited,No Result,Limited
Gordonia sediminis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Limited
Planococcus columbae,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,NA,Limited,Extensive,NA,NA,Limited,Limited,Limited,No Result,Limited
Gulosibacter faecalis,Limited,Limited,Limited,Limited,NA,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Limited,Limited,Limited,Limited,Limited,NA,Limited,Limited,No Result,Limited
Erythrobacter colymbi,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,NA,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,No Result,Limited
Mycolicibacter engbaekii,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Moderate,NA,NA,Limited,Limited,Limited,No Result,Limited
Photobacterium lucens,Moderate,Limited,Moderate,Limited,Limited,Moderate,Extensive,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,NA,NA,NA,NA,Limited,No Result,NA
Phyllobacterium phragmitis,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Sphingomonas citricola,Moderate,Limited,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,NA,NA,Moderate,Moderate,Limited,No Result,NA
Pseudoxanthomonas putridarboris,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Limited,Limited,Moderate,Limited,NA,NA,Limited,Limited,No Result,Limited
Acinetobacter silvestris,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,NA,Limited,Extensive,NA,NA,Limited,Limited,Limited,No Result,Moderate
Myxococcus guangdongensis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Kitasatospora misakiensis,Moderate,Limited,Limited,Moderate,Moderate,Limited,Moderate,Limited,Moderate,Moderate,Limited,No Result,Moderate,Limited,Moderate,Moderate,Limited,Moderate,Limited,Moderate,No Result,Limited
Gordonia zhaorongruii,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,NA,Limited,Limited,Limited,No Result,NA,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Mesorhizobium ventifaucium,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,NA,Limited,Moderate,NA,NA,NA,NA,NA,No Result,NA
Priestia paraflexa,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,NA,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Limited
Sphingomonas citri,Moderate,Limited,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,NA,NA,NA,Limited,Limited,No Result,Moderate
Bartonella heixiaziensis,Limited,Limited,NA,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Caballeronia peredens,Moderate,Limited,Moderate,Limited,Limited,Limited,Moderate,NA,Moderate,Limited,Limited,No Result,NA,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Promicromonospora soli,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Lentilactobacillus fungorum,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Moderate,No Result,Moderate,Limited,Moderate,NA,Limited,Limited,Limited,Limited,No Result,Moderate
Corynebacterium curieae,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,NA,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,Limited
Acinetobacter amyesii,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,NA,Limited,Extensive,NA,NA,Limited,NA,NA,No Result,NA
Xanthomonas cissicola,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Limited
Agromyces insulae,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,NA,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Myxococcus qinghaiensis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Limited
Nonomuraea purpurea,Moderate,Limited,Moderate,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Extensive,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Moderate
Pseudoclavibacter alba,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Limited,Limited,Limited,NA,Limited,Limited,Limited,Limited,No Result,NA
Gulosibacter hominis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,NA,No Result,Limited,Limited,Limited,Limited,NA,NA,Limited,Limited,No Result,Limited
Sphingobium vulgare,Moderate,NA,Limited,Limited,NA,Moderate,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,NA,NA,Limited,Limited,NA,No Result,NA
Myroides oncorhynchi,Limited,Limited,Limited,Limited,NA,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,Limited
Myxococcus dinghuensis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,Limited
Chryseobacterium solani,Limited,Limited,Limited,Limited,NA,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Actinophytocola gilvus,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Rhodococcus lactis,Moderate,Limited,Limited,Limited,NA,Moderate,Moderate,NA,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,NA,Limited,Limited,NA,No Result,NA
Mycolicibacter nonchromogenicus,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,No Result,Extensive,Limited,Extensive,Moderate,Limited,Moderate,Moderate,Moderate,No Result,Moderate
Roseomonas harenae,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Limited,Limited,Extensive,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Mycolicibacterium vinylchloridicum,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,NA,Limited,Extensive,Limited,NA,Limited,NA,Limited,No Result,Moderate
Actinomadura violacea,Moderate,Limited,Moderate,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,Limited,Limited,Moderate,Moderate,Limited,No Result,Moderate
Mesorhizobium escarrei,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Moderate,NA,NA,Limited,Limited,Limited,No Result,NA
Sphingobium sufflavum,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Bhargavaea ullalensis,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Streptosporangium algeriense,Limited,Limited,Moderate,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Limited,Limited,Extensive,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Hamadaea flava,Limited,Limited,Limited,Limited,Limited,Limited,Limited,NA,Limited,Limited,NA,No Result,Limited,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Qipengyuania gaetbuli,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,NA,Limited,NA,Limited,NA,Limited,Limited,Limited,No Result,Limited
Vibrio floridensis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Moderate,Limited,No Result,NA,Limited,Limited,NA,NA,NA,Limited,Limited,No Result,Limited
Shewanella septentrionalis,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Moderate
Pseudaeromonas pectinilytica,Moderate,Limited,Limited,Limited,NA,Limited,Moderate,NA,Moderate,Limited,NA,No Result,Moderate,Limited,Limited,Limited,Limited,NA,Limited,Limited,No Result,NA
Collimonas antrihumi,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,NA
Fusobacterium watanabei,Limited,Limited,Limited,Limited,NA,Limited,Moderate,Moderate,Limited,Limited,Limited,No Result,Moderate,Limited,Limited,NA,NA,NA,NA,Limited,No Result,Limited
Natrinema amylolyticum,Moderate,Limited,Limited,Limited,NA,Limited,Moderate,Moderate,Limited,Limited,Limited,No Result,NA,Limited,Extensive,Limited,Limited,Limited,Moderate,Limited,No Result,Moderate
Actinopolymorpha pittospori,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,NA,Limited,NA,No Result,NA,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Allohumibacter endophyticus,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,NA,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Limosilactobacillus caviae,Moderate,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,NA,Limited,NA,Moderate,Limited,No Result,Moderate
Arenivirga flava,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,NA,Limited,Limited,Limited,Limited,NA,Limited,NA,No Result,NA
Marinobacterium maritimum,Moderate,Limited,Limited,Moderate,Limited,Moderate,Moderate,Moderate,Limited,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,Limited,Moderate,Moderate,Limited,No Result,Moderate
Terriglobus aquaticus,Moderate,Limited,Limited,Limited,NA,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Extensive,NA,NA,NA,NA,Limited,No Result,Limited
Halorubrum salsamenti,Limited,Limited,NA,Limited,Limited,Limited,Moderate,NA,Limited,Limited,Limited,No Result,Limited,Limited,Moderate,NA,Limited,Limited,Limited,Limited,No Result,NA
Cytobacillus citreus,Limited,Moderate,Moderate,Limited,Limited,Moderate,Moderate,NA,Moderate,Limited,NA,No Result,Moderate,Limited,Limited,NA,NA,Moderate,Limited,NA,No Result,Moderate
Novosphingobium album,Moderate,Limited,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,NA,NA,Limited,Limited,Moderate,No Result,Moderate
Cytobacillus purgationiresistens,Limited,Limited,NA,Limited,Limited,Limited,Moderate,NA,Moderate,Limited,NA,No Result,Limited,Limited,NA,NA,NA,NA,NA,NA,No Result,Limited
Mobilicoccus caccae,Limited,Limited,NA,Limited,NA,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Limited,Limited,Limited,NA,NA,Limited,Limited,Limited,No Result,Limited
Actinophytocola burenkhanensis,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,NA,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Chromobacterium sinusclupearum,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,NA,Limited,Limited,Limited,No Result,NA,NA,Limited,NA,NA,NA,NA,NA,No Result,NA
Rouxiella aceris,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,NA,Limited,Limited,Limited,No Result,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Chryseobacterium lineare,Limited,Limited,Limited,Limited,NA,NA,Limited,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Dyella halodurans,Moderate,Limited,Limited,Limited,Limited,Limited,Extensive,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,NA,Limited,Limited,NA,Limited,No Result,Moderate
Corynebacterium evansiae,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,NA,Limited,Limited,No Result,Limited,Limited,Limited,NA,NA,NA,NA,Limited,No Result,NA
Nonomuraea cypriaca,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Amycolatopsis silviterrae,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Limited,Limited,Limited,No Result,NA,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,Limited
Promicromonospora callitridis,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,NA,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Imhoffiella bheemlica,Limited,Limited,NA,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,NA,Limited,Limited,Limited,NA,Limited,NA,Limited,No Result,Limited
Halorubrum aethiopicum,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,Limited,Moderate,Limited,Moderate,No Result,Moderate
Dokdonia diaphoros,Limited,Limited,Moderate,Moderate,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Limited,Limited,NA,Limited,NA,Limited,No Result,Limited
Trinickia mobilis,Limited,Limited,Moderate,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Moderate,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
