Binomial name	NCBI_ID	Motility	Gram staining	Aerophilicity	Extreme environment tolerance	Biofilm formation	Animal pathogenicity	Biosafety level	Health association	Host association	Plant pathogenicity	Spore formation	Hemolysis	Cell shape	Member of WA subset	Superkingdom	Phylum	Class	Order	Family	Genus	Species	FTP path	Fasta file
Streptomyces swartbergensis	487165	NA	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces swartbergensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/148/965/GCF_002148965.1_ASM214896v1	GCF_002148965.1_ASM214896v1_genomic.fasta
Halomonas pantelleriensis	48727	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Franzmannia	Franzmannia pantelleriensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/875/GCA_900102875.1_IMG-taxon_2654587879_annotated_assembly	GCA_900102875.1_IMG-taxon_2654587879_annotated_assembly_genomic.fasta
Rhabdochromatium marinum	48729	NA	gram stain negative	anaerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rhabdochromatium	Rhabdochromatium marinum	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/583/795/GCA_016583795.1_ASM1658379v1	GCA_016583795.1_ASM1658379v1_genomic.fasta
Aequorivita capsosiphonis	487317	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aequorivita	Aequorivita capsosiphonis	NA	NA
Methanolobus profundi	487685	NA	gram stain negative	anaerobic	FALSE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	NA	NA	coccus	TRUE	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus profundi	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/835/GCA_900114835.1_IMG-taxon_2642422540_annotated_assembly	GCA_900114835.1_IMG-taxon_2642422540_annotated_assembly_genomic.fasta
Methanofollis ethanolicus	488124	NA	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	NA	NA	NA	FALSE	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanofollis	Methanofollis ethanolicus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/571/385/GCF_001571385.1_ASM157138v1	GCF_001571385.1_ASM157138v1_genomic.fasta
Jhaorihella thermophila	488547	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Jhaorihella	Jhaorihella thermophila	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/275/GCA_900108275.1_IMG-taxon_2675903694_annotated_assembly	GCA_900108275.1_IMG-taxon_2675903694_annotated_assembly_genomic.fasta
Desulfonatronospira delicata	488938	NA	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfonatronovibrionaceae	Desulfonatronospira	Desulfonatronospira delicata	NA	NA
Solimonas aquatica	489703	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Nevskiaceae	Solimonas	Solimonas aquatica	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/015/GCA_900111015.1_IMG-taxon_2616644811_annotated_assembly	GCA_900111015.1_IMG-taxon_2616644811_annotated_assembly_genomic.fasta
Solirubrobacter ginsenosidimutans	490573	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter ginsenosidimutans	NA	NA
Rubellimicrobium aerolatum	490979	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Rubellimicrobium	Rubellimicrobium aerolatum	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/872/975/GCA_017872975.1_ASM1787297v1	GCA_017872975.1_ASM1787297v1_genomic.fasta
Diaphorobacter oryzae	491745	NA	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Diaphorobacter	Diaphorobacter oryzae	NA	NA
Kineosporia aurantiaca	49185	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineosporia	Kineosporia aurantiaca	NA	NA
Psychroserpens burtonensis	49278	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroserpens	Psychroserpens burtonensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/997/375/GCF_007997375.1_ASM799737v1	GCF_007997375.1_ASM799737v1_genomic.fasta
Paenibacillus thiaminolyticus	49283	NA	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	FALSE	FALSE	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus thiaminolyticus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/226/775/GCF_028226775.1_ASM2822677v1	GCF_028226775.1_ASM2822677v1_genomic.fasta
Kaistella palustris	493376	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Kaistella	Kaistella palustris	NA	NA
Methanothermobacter defluvii	49339	NA	gram stain positive	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter defluvii	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/385/755/GCF_003385755.1_ASM338575v1	GCF_003385755.1_ASM338575v1_genomic.fasta
Methanothermobacter thermoflexus	49340	NA	gram stain positive	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter thermoflexus	NA	NA
Methanothermobacter thermophilus	49341	NA	gram stain positive	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter thermophilus	NA	NA
Bergeriella denitrificans	494	NA	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Bergeriella	Bergeriella denitrificans	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/453/875/GCA_900453875.1_44738_H02	GCA_900453875.1_44738_H02_genomic.fasta
Halochromatium salexigens	49447	NA	gram stain negative	anaerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Halochromatium	Halochromatium salexigens	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/653/295/GCA_016653295.1_ASM1665329v1	GCA_016653295.1_ASM1665329v1_genomic.fasta
Methanobrevibacter curvatus	49547	NA	gram stain positive	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	bacillus	FALSE	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter curvatus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/639/295/GCF_001639295.1_ASM163929v1	GCF_001639295.1_ASM163929v1_genomic.fasta
Baekduia soli	496014	NA	gram stain positive	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia	Baekduia soli	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/970/665/GCF_007970665.1_ASM797066v1	GCF_007970665.1_ASM797066v1_genomic.fasta
Hymenobacter daecheongensis	496053	NA	gram stain negative	NA	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter daecheongensis	NA	NA
Hymenobacter tibetensis	497967	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	FALSE	NA	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter tibetensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/827/545/GCA_022827545.1_ASM2282754v1	GCA_022827545.1_ASM2282754v1_genomic.fasta
Psychrobacter immobilis	498	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter immobilis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/148/585/GCF_003148585.1_ASM314858v1	GCF_003148585.1_ASM314858v1_genomic.fasta
Lysobacter oryzae	498057	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	Lysobacter oryzae	NA	NA
Flavobacterium swingsii	498292	NA	gram stain negative	aerobic	TRUE	NA	TRUE	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium swingsii	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/965/GCA_900111965.1_IMG-taxon_2599185297_annotated_assembly	GCA_900111965.1_IMG-taxon_2599185297_annotated_assembly_genomic.fasta
Acetomicrobium flavidum	49896	NA	gram stain negative	anaerobic	TRUE	NA	NA	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Synergistota	Synergistia	Synergistales	Acetomicrobiaceae	Acetomicrobium	Acetomicrobium flavidum	NA	NA
Thermococcus stetteri	49900	NA	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	NA	NA	coccus	FALSE	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus stetteri	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/873/335/GCA_017873335.1_ASM1787333v1	GCA_017873335.1_ASM1787333v1_genomic.fasta
Syntrophaceticus schinkii	499207	NA	gram stain positive	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	NA	NA	NA	FALSE	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Syntrophaceticus	Syntrophaceticus schinkii	NA	NA
Kineosporia mikuniensis	499547	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineosporia	Kineosporia mikuniensis	NA	NA
Kineosporia babensis	499548	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineosporia	Kineosporia babensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/129/305/GCA_021129305.1_ASM2112930v1	GCA_021129305.1_ASM2112930v1_genomic.fasta
Desmospora activa	500615	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Desmospora	Desmospora activa	NA	NA
Paramesonia marina	501815	NA	gram stain negative	NA	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Paramesonia	Paramesonia marina	NA	NA
Methanolobus chelungpuianus	502115	NA	gram stain negative	anaerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	NA	NA	coccus	FALSE	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus chelungpuianus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/500/045/GCF_024500045.1_ASM2450004v1	GCF_024500045.1_ASM2450004v1_genomic.fasta
Streptococcus porci	502567	NA	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	coccus	FALSE	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus porci	NA	NA
Flavobacterium sasangense	503361	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sasangense	NA	NA
Kushneria aurantia	504092	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Kushneria	Kushneria aurantia	NA	NA
Enterovibrio nigricans	504469	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio nigricans	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/835/505/GCF_002835505.1_ASM283550v1	GCF_002835505.1_ASM283550v1_genomic.fasta
Spirochaeta cellobiosiphila	504483	NA	gram stain negative	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta cellobiosiphila	NA	NA
Maribacter antarcticus	505250	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter antarcticus	NA	NA
Gallibacterium salpingitidis	505341	NA	gram stain negative	NA	NA	NA	NA	biosafety level 2	NA	NA	FALSE	NA	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	Gallibacterium salpingitidis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/678/495/GCF_001678495.1_Gal22	GCF_001678495.1_Gal22_genomic.fasta
Blastochloris sulfoviridis	50712	NA	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Blastochloridaceae	Blastochloris	Blastochloris sulfoviridis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/630/065/GCF_008630065.1_ASM863006v1	GCF_008630065.1_ASM863006v1_genomic.fasta
Acidisphaera rubrifaciens	50715	NA	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera	Acidisphaera rubrifaciens	NA	NA
Salimicrobium album	50717	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Salimicrobium	Salimicrobium album	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/115/GCA_900107115.1_IMG-taxon_2617270835_annotated_assembly	GCA_900107115.1_IMG-taxon_2617270835_annotated_assembly_genomic.fasta
Vibrio mytili	50718	NA	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio mytili	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/505/GCA_000830505.1_ASM83050v1	GCA_000830505.1_ASM83050v1_genomic.fasta
Vibrio diabolicus	50719	NA	gram stain negative	NA	FALSE	NA	TRUE	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio diabolicus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/801/455/GCA_011801455.1_ASM1180145v1	GCA_011801455.1_ASM1180145v1_genomic.fasta
Curtobacterium albidum	50728	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium albidum	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/359/825/GCA_013359825.1_ASM1335982v1	GCA_013359825.1_ASM1335982v1_genomic.fasta
Halomonas nitrilica	507752	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas nitrilica	NA	NA
Helicobacter trogontum	50960	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 2	NA	NA	FALSE	FALSE	NA	spirillum	FALSE	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter trogontum	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/198/465/GCA_900198465.1_50960_6	GCA_900198465.1_50960_6_genomic.fasta
Chondromyces apiculatus	51	NA	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Myxococcota	NA	Polyangiales	Polyangiaceae	Chondromyces	Chondromyces apiculatus	NA	NA
Actinobacillus porcinus	51048	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	NA	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus porcinus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/764/995/GCA_901764995.1_5970_8_10_v2	GCA_901764995.1_5970_8_10_v2_genomic.fasta
Actinobacillus indolicus	51049	NA	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	NA	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus indolicus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/519/515/GCF_004519515.1_ASM451951v1	GCF_004519515.1_ASM451951v1_genomic.fasta
Ottowia pentelensis	511108	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	Ottowia pentelensis	NA	NA
Actinobacillus delphinicola	51161	NA	gram stain negative	aerobic	NA	NA	TRUE	biosafety level 2	NA	NA	FALSE	NA	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus delphinicola	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/385/GCA_900638385.1_57566_E02	GCA_900638385.1_57566_E02_genomic.fasta
Desulfofustis glycolicus	51195	NA	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfofustis	Desulfofustis glycolicus	NA	NA
Streptomyces griseocarneus	51201	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	tail	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces griseocarneus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/356/985/GCA_017356985.1_ASM1735698v1	GCA_017356985.1_ASM1735698v1_genomic.fasta
Paenibacillus camelliae	512410	NA	gram stain positive	NA	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus camelliae	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/715/345/GCA_023715345.1_ASM2371534v1	GCA_023715345.1_ASM2371534v1_genomic.fasta
Mycoplasma seminis	512749	NA	gram stain negative	NA	NA	NA	NA	biosafety level 2	NA	NA	FALSE	NA	NA	NA	FALSE	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma seminis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/718/845/GCF_030718845.1_ASM3071884v1	GCF_030718845.1_ASM3071884v1_genomic.fasta
Rufibacter tibetensis	512763	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Rufibacter	Rufibacter tibetensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/310/085/GCF_001310085.1_ASM131008v1	GCF_001310085.1_ASM131008v1_genomic.fasta
Methylosphaera hansonii	51353	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	coccus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylosphaera	Methylosphaera hansonii	NA	NA
Mycoplasmopsis adleri	51362	NA	gram stain negative	NA	NA	NA	TRUE	biosafety level 2	NA	NA	FALSE	NA	NA	coccus	FALSE	Bacteria	Mycoplasmatota	NA	Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis	Mycoplasmopsis adleri	NA	NA
Metamycoplasma auris	51363	NA	gram stain negative	NA	NA	NA	TRUE	biosafety level 2	NA	TRUE	FALSE	NA	NA	coccus	FALSE	Bacteria	Mycoplasmatota	NA	Mycoplasmoidales	Metamycoplasmataceae	Metamycoplasma	Metamycoplasma auris	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/253/435/GCF_003253435.1_ASM325343v1	GCF_003253435.1_ASM325343v1_genomic.fasta
Mycoplasma cottewii	51364	NA	gram stain positive	NA	NA	NA	TRUE	biosafety level 1	NA	TRUE	FALSE	NA	NA	coccus	FALSE	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma cottewii	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/918/975/GCF_024918975.1_ASM2491897v1	GCF_024918975.1_ASM2491897v1_genomic.fasta
Mycoplasma yeatsii	51365	NA	gram stain positive	NA	NA	NA	TRUE	biosafety level 1	NA	TRUE	FALSE	NA	NA	coccus	FALSE	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma yeatsii	NA	NA
Lacticigenium naphthae	515351	NA	gram stain positive	NA	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Lacticigenium	Lacticigenium naphthae	NA	NA
Prevotella falsenii	515414	NA	gram stain negative	NA	FALSE	NA	NA	biosafety level 2	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella falsenii	NA	NA
Chelativorans intermedius	515947	NA	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Chelativorans	Chelativorans intermedius	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/398/255/GCF_025398255.1_ASM2539825v1	GCF_025398255.1_ASM2539825v1_genomic.fasta
Gallibacterium melopsittaci	516063	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 2	NA	NA	FALSE	NA	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	Gallibacterium melopsittaci	NA	NA
Embleya hyalina	516124	NA	gram stain positive	NA	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Embleya	Embleya hyalina	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/355/GCF_003967355.1_ASM396735v1	GCF_003967355.1_ASM396735v1_genomic.fasta
Aerococcus urinaeequi	51665	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 2	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus urinaeequi	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/518/795/GCF_001518795.1_ASM151879v1	GCF_001518795.1_ASM151879v1_genomic.fasta
Alteromonas halophila	516698	NA	gram stain negative	NA	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas halophila	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/651/815/GCA_014651815.1_ASM1465181v1	GCA_014651815.1_ASM1465181v1_genomic.fasta
Pontibacillus halophilus	516704	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Pontibacillus	Pontibacillus halophilus	NA	NA
