====================================================================================================
CLAUDE-3.5-SONNET BIOSAFETY: FULL COMPARISON
====================================================================================================

Fetching predictions for 'anthropic/claude-3.5-sonnet'...
Fetching ground truth biosafety levels...
Loaded 3741 ground-truth species with biosafety labels.

Building comparison table...
Total ground-truth species compared: 3741
Status counts:
  match: 3252
  mismatch: 456
  missing: 33

Mismatches by ground-truth → predicted:
  BSL-1 → BSL-2: 368
  BSL-2 → BSL-1: 79
  BSL-1 → BSL-3: 6
  BSL-2 → BSL-3: 3

FULL TABLE (species, GT, Claude, status):
Species                                  |   GT    | Claude  |  Status  
Streptococcus mitis                      |  BSL-2  |  BSL-2  |   match  
Streptococcus mutans                     |  BSL-2  |  BSL-2  |   match  
Streptococcus oricebi                    |  BSL-2  |  BSL-2  |   match  
Streptococcus orisasini                  |  BSL-1  |  BSL-1  |   match  
Streptococcus parasuis                   |  BSL-2  |  BSL-2  |   match  
Streptococcus parauberis                 |  BSL-2  |  BSL-2  |   match  
Streptococcus pasteurianus               |  BSL-2  |  BSL-2  |   match  
Streptococcus penaeicida                 |  BSL-2  |  BSL-2  |   match  
Streptococcus phocae                     |  BSL-2  |  BSL-2  |   match  
Streptococcus pluranimalium              |  BSL-2  |  BSL-2  |   match  
Streptococcus pneumoniae                 |  BSL-2  |  BSL-2  |   match  
Streptococcus porcinus                   |  BSL-2  |  BSL-2  |   match  
Streptococcus porcorum                   |  BSL-2  |  BSL-2  |   match  
Streptococcus pyogenes                   |  BSL-2  |  BSL-2  |   match  
Streptococcus respiraculi                |  BSL-2  |  BSL-2  |   match  
Streptococcus rubneri                    |  BSL-1  |  BSL-1  |   match  
Streptococcus rupicaprae                 |  BSL-2  |  BSL-2  |   match  
Streptococcus salivarius                 |  BSL-2  |  BSL-1  | mismatch 
Streptococcus saliviloxodontae           |  BSL-1  |  BSL-2  | mismatch 
Streptococcus suis                       |  BSL-2  |  BSL-2  |   match  
Streptococcus thermophilus               |  BSL-1  |  BSL-1  |   match  
Streptococcus toyakuensis                |  BSL-2  |  BSL-1  | mismatch 
Streptococcus troglodytidis              |  BSL-2  |  BSL-2  |   match  
Streptococcus uberis                     |  BSL-2  |  BSL-2  |   match  
Streptococcus vicugnae                   |  BSL-2  |  BSL-2  |   match  
Streptomyces acidiscabies                |  BSL-1  |  BSL-1  |   match  
Streptomyces adustus                     |  BSL-1  |  BSL-1  |   match  
Streptomyces africanus                   |  BSL-1  |  BSL-1  |   match  
Streptomyces alanosinicus                |  BSL-1  |  BSL-1  |   match  
Streptomyces albaduncus                  |  BSL-1  |  BSL-1  |   match  
Streptomyces albidochromogenes           |  BSL-1  |  BSL-1  |   match  
Streptomyces albidoflavus                |  BSL-1  |  BSL-1  |   match  
Streptomyces albiflavescens              |  BSL-1  |  BSL-1  |   match  
Streptomyces albiflaviniger              |  BSL-1  |  BSL-1  |   match  
Streptomyces alboflavus                  |  BSL-1  |  BSL-1  |   match  
Streptomyces albogriseolus               |  BSL-1  |  BSL-1  |   match  
Streptomyces alboniger                   |  BSL-1  |  BSL-1  |   match  
Streptomyces albospinus                  |  BSL-1  |  BSL-1  |   match  
Streptomyces alfalfae                    |  BSL-1  |  BSL-1  |   match  
Streptomyces althioticus                 |  BSL-1  |  BSL-1  |   match  
Streptomyces altiplanensis               |  BSL-1  |  BSL-1  |   match  
Streptomyces ambofaciens                 |  BSL-1  |  BSL-1  |   match  
Streptomyces anthocyanicus               |  BSL-1  |  BSL-1  |   match  
Streptomyces anulatus                    |  BSL-1  |  BSL-1  |   match  
Streptomyces apricus                     |  BSL-1  |  BSL-1  |   match  
Streptomyces aquilus                     |  BSL-1  |  BSL-1  |   match  
Streptomyces araujoniae                  |  BSL-1  |  BSL-1  |   match  
Streptomyces arcticus                    |  BSL-1  |  BSL-1  |   match  
Streptomyces ardesiacus                  |  BSL-1  |  BSL-1  |   match  
Streptomyces arenae                      |  BSL-1  |  BSL-1  |   match  
Streptomyces asenjonii                   |  BSL-1  |  BSL-1  |   match  
Streptomyces asoensis                    |  BSL-1  |  BSL-1  |   match  
Streptomyces atratus                     |  BSL-1  |  BSL-1  |   match  
Streptomyces atroolivaceus               |  BSL-1  |  BSL-1  |   match  
Streptomyces aurantiacus                 |  BSL-1  |  BSL-1  |   match  
Streptomyces aurantiogriseus             |  BSL-1  |  BSL-1  |   match  
Streptomyces auratus                     |  BSL-1  |  BSL-1  |   match  
Streptomyces aureocirculatus             |  BSL-1  |  BSL-1  |   match  
Streptomyces aureoverticillatus          |  BSL-1  |  BSL-1  |   match  
Streptomyces aureus                      |  BSL-1  |  BSL-1  |   match  
Streptomyces avermitilis                 |  BSL-1  |  BSL-1  |   match  
Streptomyces azureus                     |  BSL-1  |  BSL-1  |   match  
Streptomyces bacillaris                  |  BSL-1  |  BSL-1  |   match  
Streptomyces badius                      |  BSL-1  |  BSL-1  |   match  
Streptomyces bangladeshensis             |  BSL-1  |  BSL-1  |   match  
Streptomyces bauhiniae                   |  BSL-1  |  BSL-1  |   match  
Streptomyces bikiniensis                 |  BSL-1  |  BSL-1  |   match  
Streptomyces bobili                      |  BSL-1  |  BSL-1  |   match  
Streptomyces boluensis                   |  BSL-1  |  BSL-1  |   match  
Streptomyces bottropensis                |  BSL-1  |  BSL-1  |   match  
Streptomyces brasiliensis                |  BSL-1  |  BSL-2  | mismatch 
Streptomyces brevispora                  |  BSL-1  |  BSL-1  |   match  
Streptomyces bullii                      |  BSL-1  |  BSL-1  |   match  
Streptomyces cadmiisoli                  |  BSL-1  |  BSL-1  |   match  
Streptomyces caeni                       |  BSL-1  |  BSL-1  |   match  
Streptomyces cahuitamycinicus            |  BSL-1  |  BSL-1  |   match  
Streptomyces calvus                      |  BSL-1  |  BSL-1  |   match  
Streptomyces candidus                    |  BSL-1  |  BSL-1  |   match  
Streptomyces caniferus                   |  BSL-1  |  BSL-1  |   match  
Streptomyces caniscabiei                 |  BSL-1  |  BSL-1  |   match  
Streptomyces canus                       |  BSL-1  |  BSL-1  |   match  
Streptomyces capillispiralis             |  BSL-1  |  BSL-1  |   match  
Streptomyces capitiformicae              |  BSL-1  |  BSL-1  |   match  
Streptomyces carpinensis                 |  BSL-1  |  BSL-1  |   match  
Streptomyces catenulae                   |  BSL-1  |  BSL-1  |   match  
Streptomyces cellostaticus               |  BSL-1  |  BSL-1  |   match  
Streptomyces cellulosae                  |  BSL-1  |  BSL-1  |   match  
Streptomyces chartreusis                 |  BSL-1  |  BSL-1  |   match  
Streptomyces chattanoogensis             |  BSL-1  |  BSL-1  |   match  
Streptomyces chiangmaiensis              |  BSL-1  |  BSL-1  |   match  
Streptomyces chilikensis                 |  BSL-1  |  BSL-1  |   match  
Streptomyces chromofuscus                |  BSL-1  |  BSL-1  |   match  
Streptomyces chryseus                    |  BSL-1  |  BSL-1  |   match  
Streptomyces cinereoruber                |  BSL-1  |  BSL-1  |   match  
Streptomyces cinereospinus               |  BSL-1  |  BSL-1  |   match  
Streptomyces cinerochromogenes           |  BSL-1  |  BSL-1  |   match  
Streptomyces cinnabarigriseus            |  BSL-1  |  BSL-1  |   match  
Streptomyces clavifer                    |  BSL-1  |  BSL-1  |   match  
Streptomyces clavuligerus                |  BSL-1  |  BSL-1  |   match  
Streptomyces coelicoflavus               |  BSL-1  |  BSL-1  |   match  
Streptomyces coeruleofuscus              |  BSL-1  |  BSL-1  |   match  
Streptomyces collinus                    |  BSL-1  |  BSL-1  |   match  
Streptomyces coriariae                   |  BSL-1  |  BSL-1  |   match  
Streptomyces cremeus                     |  BSL-1  |  BSL-1  |   match  
Streptomyces crystallinus                |  BSL-1  |  BSL-1  |   match  
Streptomyces cyaneofuscatus              |  BSL-1  |  BSL-1  |   match  
Streptomyces cyaneus                     |  BSL-1  |  BSL-1  |   match  
Streptomyces cylindrosporus              |  BSL-1  |  BSL-1  |   match  
Streptomyces daghestanicus               |  BSL-1  |  BSL-1  |   match  
Streptomyces dangxiongensis              |  BSL-1  |  BSL-1  |   match  
Streptomyces deccanensis                 |  BSL-1  |  BSL-1  |   match  
Streptomyces decoyicus                   |  BSL-1  |  BSL-1  |   match  
Streptomyces dengpaensis                 |  BSL-1  |  BSL-1  |   match  
Streptomyces deserti                     |  BSL-1  |  BSL-1  |   match  
Streptomyces diastatochromogenes         |  BSL-1  |  BSL-1  |   match  
Streptomyces djakartensis                |  BSL-1  |  BSL-1  |   match  
Streptomyces drozdowiczii                |  BSL-1  |  BSL-1  |   match  
Streptomyces durmitorensis               |  BSL-1  |  BSL-1  |   match  
Streptomyces durocortorensis             |  BSL-1  |  BSL-1  |   match  
Streptomyces echinatus                   |  BSL-1  |  BSL-1  |   match  
Streptomyces enissocaesilis              |  BSL-1  |  BSL-1  |   match  
Streptomyces erythrogriseus              |  BSL-1  |  BSL-1  |   match  
Streptomyces europaeiscabiei             |  BSL-1  |  BSL-1  |   match  
Streptomyces eurythermus                 |  BSL-1  |  BSL-1  |   match  
Streptomyces exfoliatus                  |  BSL-1  |  BSL-1  |   match  
Streptomyces fabae                       |  BSL-1  |  BSL-1  |   match  
Streptomyces fagopyri                    |  BSL-1  |  BSL-1  |   match  
Streptomyces filamentosus                |  BSL-1  |  BSL-1  |   match  
Streptomyces finlayi                     |  BSL-1  |  BSL-1  |   match  
Streptomyces flaveolus                   |  BSL-1  |  BSL-1  |   match  
Streptomyces flavofungini                |  BSL-1  |  BSL-1  |   match  
Streptomyces flavovariabilis             |  BSL-1  |  BSL-1  |   match  
Streptomyces flavovirens                 |  BSL-1  |  BSL-1  |   match  
Streptomyces formicae                    |  BSL-1  |  BSL-1  |   match  
Streptomyces fragilis                    |  BSL-1  |  BSL-1  |   match  
Streptomyces fructofermentans            |  BSL-1  |  BSL-1  |   match  
Streptomyces fulvorobeus                 |  BSL-1  |  BSL-1  |   match  
Streptomyces fumanus                     |  BSL-1  |  BSL-1  |   match  
Streptomyces fumigatiscleroticus         |  BSL-1  |  BSL-1  |   match  
Streptomyces gancidicus                  |  BSL-1  |  BSL-1  |   match  
Streptomyces gelaticus                   |  BSL-1  |  BSL-1  |   match  
Streptomyces geranii                     |  BSL-1  |  BSL-1  |   match  
Streptomyces geysiriensis                |  BSL-1  |  BSL-1  |   match  
Streptomyces glaucescens                 |  BSL-1  |  BSL-1  |   match  
Streptomyces glebosus                    |  BSL-1  |  BSL-1  |   match  
Streptomyces gougerotii                  |  BSL-1  |  BSL-1  |   match  
Streptomyces graminearus                 |  BSL-1  |  BSL-1  |   match  
Streptomyces graminifolii                |  BSL-1  |  BSL-1  |   match  
Streptomyces graminilatus                |  BSL-1  |  BSL-1  |   match  
Streptomyces griseiscabiei               |  BSL-1  |  BSL-1  |   match  
Streptomyces griseoaurantiacus           |  BSL-1  |  BSL-1  |   match  
Streptomyces griseochromogenes           |  BSL-1  |  BSL-1  |   match  
Streptomyces griseoflavus                |  BSL-1  |  BSL-1  |   match  
Streptomyces griseoincarnatus            |  BSL-1  |  BSL-1  |   match  
Streptomyces griseoloalbus               |  BSL-1  |  BSL-1  |   match  
Streptomyces griseorubens                |  BSL-1  |  BSL-1  |   match  
Streptomyces griseorubiginosus           |  BSL-1  |  BSL-1  |   match  
Streptomyces griseus                     |  BSL-1  |  BSL-1  |   match  
Streptomyces gulbargensis                |  BSL-1  |  BSL-1  |   match  
Streptomyces guryensis                   |  BSL-1  |  BSL-1  |   match  
Streptomyces halstedii                   |  BSL-1  |  BSL-1  |   match  
Streptomyces hayashii                    |  BSL-1  |  BSL-1  |   match  
Streptomyces heilongjiangensis           |  BSL-1  |  BSL-1  |   match  
Streptomyces heliomycini                 |  BSL-1  |  BSL-1  |   match  
Streptomyces hilarionis                  |  BSL-1  |  BSL-1  |   match  
Streptomyces hokutonensis                |  BSL-1  |  BSL-1  |   match  
Streptomyces huasconensis                |  BSL-1  |  BSL-1  |   match  
Streptomyces humidus                     |  BSL-1  |  BSL-1  |   match  
Streptomyces hydrogenans                 |  BSL-1  |  BSL-1  |   match  
Streptomyces hygroscopicus               |  BSL-1  |  BSL-1  |   match  
Streptomyces indoligenes                 |  BSL-1  |  BSL-1  |   match  
Streptomyces inhibens                    |  BSL-1  |  BSL-1  |   match  
Streptomyces intermedius                 |  BSL-1  |  BSL-1  |   match  
Streptomyces ipomoeae                    |  BSL-1  |  BSL-1  |   match  
Streptomyces javensis                    |  BSL-1  |  BSL-1  |   match  
Streptomyces jeddahensis                 |  BSL-1  |  BSL-1  |   match  
Streptomyces jietaisiensis               |  BSL-1  |  BSL-1  |   match  
Streptomyces kaempferi                   |  BSL-1  |  BSL-1  |   match  
Streptomyces kanamyceticus               |  BSL-1  |  BSL-1  |   match  
Streptomyces koyangensis                 |  BSL-1  |  BSL-1  |   match  
Streptomyces kronopolitis                |  BSL-1  |  BSL-1  |   match  
Streptomyces krungchingensis             |  BSL-1  |  BSL-1  |   match  
Streptomyces kurssanovii                 |  BSL-1  |  BSL-1  |   match  
Streptomyces labedae                     |  BSL-1  |  BSL-1  |   match  
Streptomyces lacrimifluminis             |  BSL-1  |  BSL-1  |   match  
Streptomyces laculatispora               |  BSL-1  |  BSL-1  |   match  
Streptomyces lasiicapitis                |  BSL-1  |  BSL-1  |   match  
Streptomyces lateritius                  |  BSL-1  |  BSL-1  |   match  
Streptomyces laurentii                   |  BSL-1  |  BSL-1  |   match  
Streptomyces lavendulocolor              |  BSL-1  |  BSL-1  |   match  
Streptomyces levis                       |  BSL-1  |  BSL-1  |   match  
Streptomyces lienomycini                 |  BSL-1  |  BSL-1  |   match  
Streptomyces liliifuscus                 |  BSL-1  |  BSL-1  |   match  
Streptomyces liliiviolaceus              |  BSL-1  |  BSL-1  |   match  
Streptomyces litmocidini                 |  BSL-1  |  BSL-1  |   match  
Streptomyces lomondensis                 |  BSL-1  |  BSL-1  |   match  
Streptomyces longhuiensis                |  BSL-1  |  BSL-1  |   match  
Streptomyces lunaelactis                 |  BSL-1  |  BSL-1  |   match  
Streptomyces lushanensis                 |  BSL-1  |  BSL-1  |   match  
Streptomyces lusitanus                   |  BSL-1  |  BSL-1  |   match  
Streptomyces luteogriseus                |  BSL-1  |  BSL-1  |   match  
Streptomyces lydicamycinicus             |  BSL-1  |  BSL-1  |   match  
Streptomyces lydicus                     |  BSL-1  |  BSL-1  |   match  
Streptomyces malachitofuscus             |  BSL-1  |  BSL-1  |   match  
Streptomyces malachitospinus             |  BSL-1  |  BSL-1  |   match  
Streptomyces marokkonensis               |  BSL-1  |  BSL-1  |   match  
Streptomyces matensis                    |  BSL-1  |  BSL-1  |   match  
Streptomyces mauvecolor                  |  BSL-1  |  BSL-1  |   match  
Streptomyces melanogenes                 |  BSL-1  |  BSL-1  |   match  
Streptomyces microflavus                 |  BSL-1  |  BSL-1  |   match  
Streptomyces minutiscleroticus           |  BSL-1  |  BSL-1  |   match  
Streptomyces mirabilis                   |  BSL-1  |  BSL-1  |   match  
Streptomyces monomycini                  |  BSL-1  |  BSL-1  |   match  
Streptomyces muensis                     |  BSL-1  |  BSL-1  |   match  
