binomial_name,Anthropic claude-sonnet-4,Google gemini-2.5-flash-lite,OpenAI gpt-4o,DeepSeek deepseek-chat-v3-0324,OpenAI gpt-oss-20b,OpenAI gpt-oss-120b,xAI grok-3-mini,OpenAI gpt-4.1-nano,OpenAI gpt-5,OpenAI gpt-4,OpenAI gpt-5-nano
streptomyces lacrimifluminis,limited,limited,limited,limited,limited,limited,limited,moderate,limited,limited,NA
streptomyces laculatispora,limited,limited,limited,limited,limited,limited,limited,moderate,limited,NA,NA
streptomyces lasiicapitis,limited,limited,limited,limited,limited,limited,limited,NA,limited,limited,NA
streptomyces lateritius,limited,moderate,limited,moderate,moderate,limited,moderate,moderate,moderate,NA,NA
streptomyces laurentii,limited,moderate,limited,limited,limited,extensive,moderate,extensive,moderate,NA,moderate
streptomyces lavendulocolor,limited,moderate,limited,moderate,limited,moderate,NA,moderate,moderate,NA,NA
streptomyces levis,moderate,limited,limited,moderate,moderate,moderate,NA,extensive,limited,NA,limited
streptomyces lienomycini,limited,moderate,limited,moderate,limited,limited,moderate,moderate,limited,NA,NA
streptomyces liliifuscus,limited,limited,limited,limited,limited,moderate,moderate,limited,limited,limited,NA
streptomyces liliiviolaceus,limited,limited,limited,moderate,limited,limited,NA,moderate,NA,NA,NA
streptomyces litmocidini,limited,limited,limited,limited,limited,limited,NA,NA,limited,NA,NA
streptomyces lomondensis,limited,limited,limited,limited,limited,limited,moderate,moderate,moderate,NA,limited
streptomyces longhuiensis,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,NA
streptomyces lunaelactis,limited,limited,limited,moderate,limited,limited,limited,moderate,limited,limited,limited
streptomyces lushanensis,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,limited,limited
streptomyces lusitanus,limited,moderate,limited,moderate,limited,moderate,moderate,extensive,moderate,NA,moderate
streptomyces luteogriseus,moderate,moderate,limited,moderate,moderate,moderate,extensive,moderate,limited,NA,NA
streptomyces lydicamycinicus,limited,limited,NA,limited,limited,limited,moderate,moderate,limited,NA,NA
streptomyces lydicus,moderate,extensive,moderate,moderate,moderate,extensive,extensive,extensive,extensive,moderate,moderate
streptomyces malachitofuscus,limited,limited,limited,moderate,moderate,moderate,moderate,moderate,limited,NA,NA
streptomyces malachitospinus,limited,moderate,limited,limited,moderate,moderate,NA,moderate,limited,NA,NA
streptomyces marokkonensis,limited,limited,limited,moderate,limited,limited,moderate,moderate,limited,limited,NA
streptomyces matensis,limited,limited,limited,limited,limited,limited,moderate,moderate,NA,NA,NA
streptomyces mauvecolor,limited,limited,limited,moderate,limited,limited,NA,moderate,limited,NA,NA
streptomyces melanogenes,limited,limited,limited,moderate,limited,,extensive,moderate,limited,NA,NA
streptomyces microflavus,moderate,extensive,moderate,moderate,moderate,moderate,extensive,moderate,moderate,NA,NA
streptomyces minutiscleroticus,limited,limited,moderate,limited,limited,limited,limited,moderate,moderate,NA,limited
streptomyces mirabilis,limited,moderate,limited,moderate,moderate,moderate,extensive,extensive,moderate,NA,limited
streptomyces monomycini,limited,limited,limited,moderate,limited,limited,NA,moderate,limited,NA,NA
streptomyces muensis,limited,limited,limited,limited,limited,,moderate,moderate,NA,NA,NA
streptomyces musisoli,limited,limited,limited,limited,limited,NA,moderate,moderate,limited,NA,NA
streptomyces mutabilis,limited,extensive,limited,moderate,moderate,extensive,extensive,extensive,moderate,NA,NA
streptomyces mutomycini,limited,limited,limited,limited,moderate,limited,NA,moderate,NA,NA,limited
streptomyces narbonensis,moderate,extensive,moderate,moderate,limited,moderate,extensive,moderate,moderate,NA,limited
streptomyces neyagawaensis,limited,moderate,limited,moderate,limited,moderate,moderate,moderate,moderate,limited,NA
streptomyces nigrescens,moderate,moderate,limited,moderate,moderate,limited,moderate,moderate,moderate,NA,moderate
streptomyces nitrosporeus,limited,limited,moderate,limited,moderate,moderate,moderate,extensive,moderate,limited,NA
streptomyces niveoruber,moderate,moderate,limited,moderate,moderate,,extensive,moderate,moderate,NA,limited
streptomyces nodosus,moderate,extensive,moderate,extensive,moderate,moderate,extensive,extensive,extensive,moderate,moderate
streptomyces noursei,extensive,extensive,moderate,moderate,extensive,extensive,extensive,extensive,extensive,moderate,extensive
streptomyces novaecaesareae,limited,moderate,limited,limited,limited,,moderate,moderate,limited,limited,NA
streptomyces nymphaeiformis,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,limited,NA
streptomyces odonnellii,limited,limited,limited,limited,limited,moderate,moderate,NA,limited,NA,limited
streptomyces olivochromogenes,moderate,extensive,moderate,moderate,moderate,moderate,moderate,extensive,extensive,NA,limited
streptomyces omiyaensis,limited,limited,limited,limited,moderate,moderate,moderate,extensive,moderate,NA,moderate
streptomyces ossamyceticus,limited,limited,moderate,limited,limited,moderate,moderate,extensive,moderate,limited,NA
streptomyces paludis,limited,limited,limited,moderate,limited,limited,moderate,moderate,limited,NA,limited
streptomyces paradoxus,limited,extensive,limited,moderate,moderate,moderate,moderate,moderate,limited,NA,NA
streptomyces parvulus,limited,extensive,moderate,moderate,moderate,extensive,moderate,extensive,moderate,moderate,moderate
streptomyces parvus,limited,moderate,limited,moderate,moderate,extensive,moderate,extensive,limited,NA,limited
streptomyces peucetius,extensive,extensive,moderate,moderate,extensive,extensive,extensive,extensive,extensive,moderate,extensive
streptomyces phaeochromogenes,moderate,limited,moderate,moderate,moderate,extensive,extensive,extensive,moderate,NA,limited
streptomyces phaeolivaceus,moderate,moderate,limited,limited,moderate,moderate,extensive,moderate,limited,NA,NA
streptomyces phaeoluteichromatogenes,limited,limited,limited,moderate,moderate,limited,moderate,moderate,limited,NA,NA
streptomyces phaeoluteigriseus,limited,limited,limited,limited,moderate,limited,extensive,moderate,limited,NA,NA
streptomyces pilosus,moderate,moderate,moderate,moderate,moderate,moderate,extensive,extensive,moderate,NA,moderate
streptomyces pinistramenti,limited,limited,limited,limited,NA,NA,NA,moderate,limited,NA,NA
streptomyces platensis,limited,limited,moderate,moderate,limited,extensive,extensive,extensive,extensive,moderate,NA
streptomyces plumbiresistens,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,limited,limited
streptomyces pluricolorescens,limited,limited,limited,limited,limited,moderate,moderate,moderate,moderate,limited,NA
streptomyces pluripotens,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,limited,NA
streptomyces polygonati,limited,limited,limited,moderate,limited,limited,moderate,moderate,limited,NA,NA
streptomyces polymachus,limited,limited,limited,NA,limited,limited,NA,NA,limited,NA,NA
streptomyces poonensis,limited,limited,limited,moderate,limited,,moderate,moderate,limited,limited,NA
streptomyces prasinosporus,limited,limited,limited,limited,limited,moderate,moderate,moderate,limited,limited,NA
streptomyces pratensis,limited,limited,moderate,moderate,moderate,moderate,moderate,moderate,moderate,NA,limited
streptomyces pseudogriseolus,limited,moderate,limited,moderate,NA,moderate,moderate,moderate,moderate,moderate,NA
streptomyces pseudovenezuelae,limited,limited,limited,moderate,moderate,limited,NA,extensive,moderate,NA,NA
streptomyces pulveraceus,limited,moderate,limited,moderate,limited,moderate,moderate,limited,moderate,NA,NA
streptomyces qinzhouensis,limited,limited,limited,limited,limited,limited,limited,moderate,limited,limited,limited
streptomyces rameus,limited,moderate,limited,moderate,moderate,limited,NA,moderate,limited,NA,NA
streptomyces ramulosus,moderate,moderate,limited,moderate,moderate,moderate,moderate,moderate,limited,moderate,NA
streptomyces resistomycificus,limited,moderate,moderate,limited,limited,moderate,NA,extensive,moderate,NA,NA
streptomyces reticuliscabiei,moderate,limited,limited,limited,extensive,moderate,extensive,moderate,moderate,limited,moderate
streptomyces rhizosphaerihabitans,limited,limited,limited,limited,limited,limited,moderate,limited,limited,limited,NA
streptomyces rishiriensis,limited,moderate,limited,moderate,limited,moderate,moderate,moderate,moderate,limited,limited
streptomyces rochei,moderate,extensive,moderate,moderate,moderate,extensive,extensive,extensive,extensive,moderate,extensive
streptomyces roietensis,limited,limited,limited,limited,limited,limited,limited,moderate,limited,limited,limited
streptomyces roseirectus,limited,limited,limited,limited,moderate,limited,NA,moderate,NA,limited,NA
streptomyces roseofulvus,moderate,moderate,limited,moderate,moderate,moderate,extensive,moderate,limited,NA,NA
streptomyces roseolilacinus,limited,limited,limited,moderate,limited,limited,moderate,moderate,moderate,limited,limited
streptomyces roseolus,limited,extensive,limited,moderate,limited,moderate,moderate,moderate,moderate,limited,NA
streptomyces roseoviolaceus,moderate,moderate,limited,moderate,moderate,moderate,moderate,moderate,limited,NA,limited
streptomyces roseoviridis,limited,moderate,limited,moderate,moderate,limited,extensive,moderate,limited,NA,NA
streptomyces rubiginosohelvolus,limited,limited,limited,moderate,NA,NA,moderate,moderate,limited,NA,NA
streptomyces rubiginosus,moderate,limited,moderate,moderate,moderate,extensive,extensive,extensive,moderate,NA,limited
streptomyces rubrogriseus,moderate,extensive,limited,moderate,moderate,moderate,moderate,extensive,limited,NA,moderate
streptomyces rutgersensis,limited,extensive,limited,moderate,,limited,moderate,moderate,moderate,NA,NA
streptomyces salinarius,limited,extensive,limited,moderate,limited,moderate,moderate,moderate,NA,NA,NA
streptomyces sanglieri,limited,limited,limited,limited,limited,limited,NA,NA,limited,limited,NA
streptomyces sannanensis,limited,limited,limited,limited,moderate,moderate,moderate,moderate,moderate,limited,limited
streptomyces sanyensis,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,NA,limited
streptomyces scabiei,extensive,extensive,moderate,moderate,extensive,extensive,extensive,extensive,extensive,moderate,extensive
streptomyces sclerotialus,limited,limited,limited,moderate,limited,NA,NA,moderate,moderate,NA,limited
streptomyces scopiformis,limited,limited,limited,limited,moderate,moderate,moderate,moderate,limited,limited,NA
streptomyces sennicomposti,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,limited,NA
streptomyces seymenliensis,limited,limited,limited,limited,limited,limited,limited,NA,limited,limited,NA
streptomyces showdoensis,limited,limited,moderate,moderate,limited,moderate,NA,moderate,limited,NA,limited
streptomyces siamensis,limited,extensive,limited,moderate,limited,limited,moderate,moderate,limited,NA,limited
streptomyces silaceus,limited,extensive,limited,limited,limited,limited,NA,moderate,limited,limited,NA
streptomyces silvae,limited,moderate,limited,limited,limited,limited,moderate,moderate,limited,NA,NA
streptomyces similanensis,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,limited,limited
streptomyces sindenensis,limited,limited,limited,moderate,limited,moderate,moderate,moderate,limited,limited,NA
streptomyces sioyaensis,limited,extensive,moderate,moderate,moderate,moderate,moderate,extensive,moderate,NA,limited
streptomyces spectabilis,moderate,moderate,limited,moderate,moderate,extensive,moderate,extensive,extensive,NA,moderate
streptomyces spinoverrucosus,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,NA,NA
streptomyces spiralis,moderate,moderate,limited,moderate,limited,moderate,extensive,moderate,NA,NA,NA
streptomyces spiroverticillatus,limited,limited,limited,moderate,moderate,moderate,moderate,moderate,moderate,moderate,NA
streptomyces spongiae,limited,limited,limited,limited,limited,limited,moderate,limited,limited,NA,NA
streptomyces staurosporininus,limited,limited,limited,moderate,limited,moderate,NA,NA,NA,NA,NA
streptomyces stelliscabiei,moderate,moderate,limited,moderate,limited,moderate,moderate,moderate,moderate,moderate,moderate
streptomyces sundarbansensis,limited,limited,limited,limited,limited,moderate,limited,moderate,limited,limited,NA
streptomyces tacrolimicus,limited,moderate,limited,limited,limited,moderate,extensive,moderate,limited,NA,NA
streptomyces tanashiensis,limited,extensive,moderate,moderate,moderate,moderate,moderate,extensive,moderate,limited,limited
streptomyces tauricus,limited,limited,limited,moderate,limited,moderate,moderate,moderate,limited,NA,NA
streptomyces tendae,moderate,extensive,moderate,moderate,moderate,moderate,moderate,extensive,extensive,moderate,limited
streptomyces termitum,limited,limited,limited,moderate,limited,limited,moderate,moderate,NA,limited,limited
streptomyces thermocarboxydovorans,limited,limited,limited,moderate,limited,moderate,moderate,moderate,limited,NA,NA
streptomyces thermocarboxydus,limited,limited,limited,moderate,moderate,moderate,moderate,extensive,moderate,moderate,limited
streptomyces thermodiastaticus,moderate,limited,moderate,moderate,limited,moderate,moderate,moderate,limited,limited,limited
streptomyces thermospinosisporus,limited,limited,limited,limited,limited,moderate,moderate,limited,limited,limited,limited
streptomyces thinghirensis,limited,limited,limited,limited,limited,limited,limited,NA,limited,NA,NA
streptomyces torulosus,moderate,limited,limited,moderate,limited,moderate,moderate,moderate,limited,moderate,NA
streptomyces tricolor,limited,moderate,limited,moderate,limited,limited,moderate,moderate,NA,NA,NA
