binomial_name	species_level	trait_motility	trait_gram_staining	trait_aerophilicity	trait_extreme_environment_tolerance	trait_biofilm_formation	trait_animal_pathogenicity	trait_biosafety_level	trait_health_association	trait_host_association	trait_plant_pathogenicity	trait_spore_formation	trait_cell_shape	agg_tier	agg_mean	agg_n_ordinal	agg_na_frac	agg_max	agg_min	agg_mode
Xenorhabdus mauleonii	NA	NA	moderate	NA	NA	NA	NA	limited	limited	limited	limited	NA	limited	limited	0.1667	6	0.5000	moderate	limited	limited
Halococcus qingdaonensis	limited	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Mesorhizobium shangrilense	moderate	limited	moderate	limited	limited	limited	limited	limited	NA	limited	limited	limited	limited	limited	0.0909	11	0.0833	moderate	limited	limited
Caballeronia catudaia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	0	1.0000			
Providencia manganoxydans	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Bradyrhizobium sediminis	moderate	limited	moderate	moderate	limited	NA	limited	limited	limited	limited	limited	limited	limited	limited	0.1818	11	0.0833	moderate	limited	limited
Paraburkholderia fynbosensis	moderate	limited	moderate	NA	NA	NA	NA	limited	NA	NA	NA	NA	limited	limited	0.2500	4	0.6667	moderate	limited	limited
Lactobacillus colini	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	NA	limited	limited	limited	limited	0.0909	11	0.0833	moderate	limited	limited
Staphylococcus pragensis	moderate	NA	NA	limited	limited	NA	limited	limited	limited	NA	limited	limited	limited	limited	0.0000	8	0.3333	limited	limited	limited
Mycolicibacterium aromaticivorans	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.1667	12	0.0000	moderate	limited	limited
Pseudarthrobacter equi	moderate	limited	moderate	NA	limited	limited	limited	limited	limited	limited	limited	limited	limited	limited	0.0909	11	0.0833	moderate	limited	limited
Gracilinema caldarium	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	1	0.9167			
Mesorhizobium prunaredense	limited	limited	moderate	NA	limited	NA	limited	limited	limited	limited	limited	NA	limited	limited	0.1111	9	0.2500	moderate	limited	limited
Rhizobium brockwellii	moderate	NA	NA	NA	limited	limited	limited	limited	limited	limited	limited	NA	moderate	limited	0.1250	8	0.3333	moderate	limited	limited
Psychrobacter lutiphocae	limited	limited	moderate	limited	limited	limited	NA	limited	NA	NA	limited	NA	NA	limited	0.1429	7	0.4167	moderate	limited	limited
Mesorhizobium silamurunense	moderate	limited	moderate	limited	limited	NA	limited	limited	NA	NA	limited	NA	limited	limited	0.1250	8	0.3333	moderate	limited	limited
Bordetella sputigena	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	limited	NA	NA	moderate	limited	0.2000	10	0.1667	moderate	limited	limited
Macrococcus armenti	NA	NA	NA	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	1	0.9167			
Shewanella basaltis	limited	NA	NA	NA	limited	NA	NA	limited	limited	NA	NA	NA	NA	limited	0.0000	3	0.7500	limited	limited	limited
Pigmentiphaga litoralis	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Pseudomonas marvdashtae	moderate	NA	limited	limited	NA	NA	NA	limited	limited	limited	limited	limited	limited	limited	0.0000	8	0.3333	limited	limited	limited
Listeria thailandensis	limited	NA	NA	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	1	0.9167			
Agromyces allii	NA	limited	limited	NA	limited	NA	NA	limited	NA	limited	NA	NA	NA	limited	0.0000	5	0.5833	limited	limited	limited
Actinomadura napierensis	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Rhizobium redzepovicii	NA	NA	moderate	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Mycolicibacterium crocinum	moderate	NA	moderate	NA	limited	NA	limited	limited	limited	NA	NA	limited	limited	limited	0.1429	7	0.4167	moderate	limited	limited
Shewanella acanthi	NA	NA	moderate	moderate	limited	NA	NA	limited	NA	NA	NA	NA	NA	moderate	0.5000	4	0.6667	moderate	limited	moderate
Pseudomonas khorasanensis	moderate	limited	moderate	limited	limited	limited	NA	limited	limited	NA	limited	limited	limited	limited	0.1000	10	0.1667	moderate	limited	limited
Mesorhizobium caraganae	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	moderate	limited	limited	limited	limited	0.1667	12	0.0000	moderate	limited	limited
Bradyrhizobium namibiense	moderate	moderate	moderate	moderate	limited	limited	limited	limited	limited	moderate	limited	limited	moderate	limited	0.4167	12	0.0000	moderate	limited	limited
Brucella grignonensis	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Gluconacetobacter tumulicola	NA	limited	NA	limited	limited	NA	NA	limited	limited	NA	limited	NA	NA	limited	0.0000	6	0.5000	limited	limited	limited
Sinorhizobium garamanticum	moderate	NA	NA	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	1	0.9167			
Pseudaminobacter manganicus	limited	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Streptococcus respiraculi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	limited	limited	NA	nan	2	0.8333			
Paenibacillus susongensis	limited	NA	moderate	limited	limited	NA	NA	limited	NA	NA	limited	limited	moderate	limited	0.2857	7	0.4167	moderate	limited	limited
Caballeronia novacaledonica	moderate	NA	NA	NA	NA	NA	NA	limited	limited	NA	NA	NA	NA	NA	nan	2	0.8333			
Flavobacterium suzhouense	limited	NA	limited	limited	limited	NA	NA	limited	limited	NA	NA	limited	limited	limited	0.0000	7	0.4167	limited	limited	limited
Bordetella muralis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	0	1.0000			
Leifsonia lichenia	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	limited	limited	limited	limited	0.0000	5	0.5833	limited	limited	limited
Bradyrhizobium subterraneum	moderate	limited	moderate	NA	limited	limited	limited	limited	limited	NA	limited	NA	moderate	limited	0.2222	9	0.2500	moderate	limited	limited
Pseudomonas farsensis	moderate	NA	limited	NA	limited	limited	NA	limited	limited	NA	limited	limited	limited	limited	0.0000	8	0.3333	limited	limited	limited
Rodentibacter trehalosifermentans	NA	limited	NA	NA	NA	NA	limited	limited	NA	NA	NA	NA	NA	limited	0.0000	3	0.7500	limited	limited	limited
Pseudomonas triticicola	NA	NA	limited	NA	limited	NA	limited	limited	limited	NA	NA	limited	limited	limited	0.0000	7	0.4167	limited	limited	limited
Paeniclostridium ghonii	NA	NA	NA	NA	limited	NA	NA	limited	limited	NA	NA	NA	NA	limited	0.0000	3	0.7500	limited	limited	limited
Thiomonas perometabolis	moderate	limited	moderate	moderate	limited	limited	NA	limited	limited	limited	NA	NA	limited	limited	0.2222	9	0.2500	moderate	limited	limited
Xanthomonas nasturtii	NA	NA	moderate	NA	limited	limited	limited	limited	limited	NA	NA	limited	limited	limited	0.1250	8	0.3333	moderate	limited	limited
Pseudoxanthomonas dokdonensis	moderate	limited	moderate	limited	limited	limited	NA	limited	NA	limited	limited	NA	limited	limited	0.1111	9	0.2500	moderate	limited	limited
Caldimonas brevitalea	limited	NA	NA	NA	limited	limited	NA	limited	NA	NA	NA	NA	limited	limited	0.0000	4	0.6667	limited	limited	limited
Hoeflea alexandrii	NA	NA	NA	NA	limited	limited	NA	limited	NA	NA	NA	NA	NA	limited	0.0000	3	0.7500	limited	limited	limited
Mycolicibacterium pallens	moderate	NA	limited	moderate	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.1818	11	0.0833	moderate	limited	limited
Halopelagius longus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	0	1.0000			
Mesorhizobium helmanticense	moderate	NA	NA	limited	limited	limited	limited	limited	limited	NA	limited	limited	limited	limited	0.0000	9	0.2500	limited	limited	limited
Streptococcus oricebi	NA	limited	moderate	NA	NA	limited	NA	limited	limited	NA	limited	NA	limited	limited	0.1429	7	0.4167	moderate	limited	limited
Rodentibacter myodis	NA	NA	moderate	NA	NA	NA	NA	limited	limited	NA	NA	NA	NA	limited	0.3333	3	0.7500	moderate	limited	limited
Klugiella xanthotipulae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	0	1.0000			
Erwinia uzenensis	NA	NA	NA	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	nan	2	0.8333			
Chimaeribacter californicus	limited	NA	NA	NA	NA	NA	NA	limited	limited	NA	NA	NA	NA	NA	nan	2	0.8333			
Duganella dendranthematis	limited	NA	NA	NA	limited	NA	NA	limited	limited	NA	limited	NA	NA	limited	0.0000	4	0.6667	limited	limited	limited
Arcanobacterium wilhelmae	limited	NA	limited	NA	limited	NA	limited	limited	NA	NA	NA	NA	limited	limited	0.0000	5	0.5833	limited	limited	limited
Fontibacillus phaseoli	limited	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Alteromonas simiduii	NA	NA	NA	NA	limited	limited	NA	limited	limited	NA	NA	limited	NA	limited	0.0000	5	0.5833	limited	limited	limited
Nocardiopsis algeriensis	moderate	limited	moderate	NA	limited	NA	NA	limited	limited	limited	NA	limited	limited	limited	0.1250	8	0.3333	moderate	limited	limited
Nonomuraea bangladeshensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	0	1.0000			
Mesorhizobium robiniae	moderate	limited	moderate	limited	limited	limited	NA	limited	limited	moderate	limited	NA	moderate	limited	0.3000	10	0.1667	moderate	limited	limited
Microbulbifer marinus	moderate	NA	moderate	limited	limited	limited	NA	limited	limited	limited	NA	NA	NA	limited	0.1429	7	0.4167	moderate	limited	limited
Enterobacter dykesii	NA	NA	NA	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	1	0.9167			
Chryseobacterium endophyticum	limited	limited	moderate	limited	limited	NA	limited	limited	limited	NA	limited	limited	moderate	limited	0.2000	10	0.1667	moderate	limited	limited
Novosphingobium soli	moderate	limited	moderate	moderate	limited	limited	NA	limited	NA	NA	NA	NA	moderate	limited	0.4286	7	0.4167	moderate	limited	limited
Cytobacillus pseudoceanisediminis	limited	NA	NA	NA	limited	limited	NA	limited	limited	NA	NA	NA	limited	limited	0.0000	5	0.5833	limited	limited	limited
Micromonospora harpali	moderate	limited	moderate	limited	limited	limited	NA	limited	limited	NA	limited	limited	limited	limited	0.1000	10	0.1667	moderate	limited	limited
Bradyrhizobium mercantei	moderate	limited	moderate	limited	limited	limited	limited	limited	NA	limited	limited	limited	limited	limited	0.0909	11	0.0833	moderate	limited	limited
Sphingobium fontiphilum	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	limited	NA	limited	limited	0.0000	4	0.6667	limited	limited	limited
Uruburuella testudinis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	0	1.0000			
Leclercia pneumoniae	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Leuconostoc palmae	limited	NA	NA	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	1	0.9167			
Novosphingobium fuchskuhlense	moderate	limited	moderate	limited	limited	NA	NA	limited	limited	NA	NA	NA	limited	limited	0.1429	7	0.4167	moderate	limited	limited
Mycobacterium palauense	limited	limited	limited	NA	limited	NA	NA	limited	NA	NA	NA	limited	limited	limited	0.0000	6	0.5000	limited	limited	limited
Paraburkholderia ferrariae	moderate	limited	moderate	limited	limited	NA	limited	limited	NA	NA	NA	NA	NA	limited	0.1667	6	0.5000	moderate	limited	limited
Aestuariimicrobium kwangyangense	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	1	0.9167			
Micromonospora palomenae	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Bacteroides luhongzhouii	NA	NA	NA	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	1	0.9167			
Gluconacetobacter tumulisoli	NA	NA	NA	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	nan	2	0.8333			
Paraburkholderia strydomiana	moderate	NA	moderate	NA	limited	NA	NA	limited	limited	NA	limited	NA	limited	limited	0.1667	6	0.5000	moderate	limited	limited
Brachybacterium fresconis	limited	NA	moderate	limited	limited	limited	NA	limited	NA	limited	NA	NA	limited	limited	0.1429	7	0.4167	moderate	limited	limited
Alteromonas lipotrueae	NA	NA	NA	NA	limited	limited	NA	limited	limited	NA	NA	NA	NA	limited	0.0000	4	0.6667	limited	limited	limited
Paenibacillus ottowii	moderate	limited	moderate	moderate	limited	limited	limited	limited	limited	NA	limited	limited	moderate	limited	0.2727	11	0.0833	moderate	limited	limited
Mesorhizobium kowhaii	moderate	moderate	moderate	moderate	limited	limited	limited	limited	limited	moderate	limited	limited	moderate	limited	0.4167	12	0.0000	moderate	limited	limited
Planomicrobium alkanoclasticum	limited	limited	moderate	limited	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.1667	12	0.0000	moderate	limited	limited
Streptococcus bovimastitidis	NA	limited	NA	limited	NA	NA	NA	NA	NA	NA	NA	NA	limited	limited	0.0000	3	0.7500	limited	limited	limited
Rodentibacter heidelbergensis	NA	NA	NA	NA	NA	limited	limited	limited	limited	NA	NA	NA	NA	limited	0.0000	4	0.6667	limited	limited	limited
Leptospira venezuelensis	limited	NA	NA	NA	limited	NA	NA	limited	limited	NA	NA	NA	limited	limited	0.0000	4	0.6667	limited	limited	limited
Brucella oryzae	extensive	limited	moderate	limited	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.1667	12	0.0000	moderate	limited	limited
Mesorhizobium sanjuanii	moderate	NA	NA	NA	limited	limited	limited	limited	NA	NA	limited	NA	limited	limited	0.0000	6	0.5000	limited	limited	limited
Mycolicibacterium cosmeticum	extensive	limited	moderate	moderate	moderate	limited	limited	moderate	limited	limited	limited	limited	moderate	limited	0.4167	12	0.0000	moderate	limited	limited
Lysinibacillus cavernae	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	NA	limited	limited	moderate	limited	0.1818	11	0.0833	moderate	limited	limited
Aquitalea denitrificans	moderate	NA	moderate	NA	limited	limited	NA	limited	limited	NA	NA	NA	limited	limited	0.1667	6	0.5000	moderate	limited	limited
Eikenella halliae	NA	NA	NA	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	1	0.9167			
Comamonas terrae	moderate	NA	moderate	limited	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.1818	11	0.0833	moderate	limited	limited
Vibrio renipiscarius	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Sinorhizobium alkalisoli	moderate	limited	moderate	moderate	limited	limited	limited	limited	limited	moderate	limited	limited	moderate	limited	0.3333	12	0.0000	moderate	limited	limited
Chryseobacterium pennipullorum	limited	NA	moderate	NA	limited	NA	NA	limited	limited	NA	limited	limited	limited	limited	0.1429	7	0.4167	moderate	limited	limited
Paraglaciecola oceanifecundans	limited	NA	NA	NA	limited	NA	NA	limited	limited	NA	NA	NA	limited	limited	0.0000	4	0.6667	limited	limited	limited
Promicromonospora thailandica	limited	NA	NA	limited	limited	limited	NA	limited	limited	NA	NA	NA	limited	limited	0.0000	6	0.5000	limited	limited	limited
Natrinema thermotolerans	moderate	limited	NA	NA	moderate	NA	NA	limited	limited	NA	NA	NA	moderate	limited	0.4000	5	0.5833	moderate	limited	limited
Actinomadura chokoriensis	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	1	0.9167			
Gluconacetobacter aggeris	NA	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	nan	2	0.8333			
Porphyromonas loveana	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	1	0.9167			
Vibrio fujianensis	moderate	NA	moderate	limited	limited	limited	limited	limited	limited	NA	NA	NA	moderate	limited	0.2500	8	0.3333	moderate	limited	limited
Bartonella pachyuromydis	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Streptococcus penaeicida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	limited	NA	nan	1	0.9167			
Neisseria weixii	NA	limited	limited	limited	NA	NA	limited	limited	NA	limited	NA	NA	limited	limited	0.0000	7	0.4167	limited	limited	limited
Mycobacterium neumannii	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	limited	limited	limited	0.0000	4	0.6667	limited	limited	limited
Gordonia defluvii	moderate	limited	limited	NA	limited	limited	NA	limited	limited	limited	NA	NA	limited	limited	0.0000	8	0.3333	limited	limited	limited
Hoeflea olei	limited	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Borreliella mayonii	extensive	moderate	moderate	moderate	moderate	limited	limited	moderate	moderate	moderate	limited	NA	moderate	moderate	0.7273	11	0.0833	moderate	limited	moderate
Chimaeribacter coloradensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	0	1.0000			
Sphingobium jiangsuense	limited	NA	NA	NA	limited	NA	NA	limited	limited	NA	NA	limited	NA	limited	0.0000	4	0.6667	limited	limited	limited
Vibrio sonorensis	moderate	NA	limited	moderate	limited	limited	NA	limited	limited	NA	NA	NA	NA	limited	0.1667	6	0.5000	moderate	limited	limited
Serratia myotis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	0	1.0000			
Bartonella fuyuanensis	limited	NA	NA	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	1	0.9167			
Microbulbifer rhizosphaerae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	0	1.0000			
Xylanibacterium ulmi	limited	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Kocuria arsenatis	limited	NA	moderate	NA	limited	NA	NA	limited	NA	limited	NA	NA	limited	limited	0.2000	5	0.5833	moderate	limited	limited
Micromonospora oryzae	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	limited	limited	limited	limited	limited	0.0833	12	0.0000	moderate	limited	limited
Nonomuraea kuesteri	limited	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Corallococcus carmarthensis	moderate	NA	NA	NA	limited	NA	NA	limited	limited	NA	NA	NA	NA	limited	0.0000	3	0.7500	limited	limited	limited
Halorubrum persicum	moderate	NA	NA	NA	moderate	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Trichococcus patagoniensis	limited	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	0	1.0000			
Rodentibacter mrazii	limited	NA	moderate	NA	NA	NA	limited	limited	NA	NA	NA	NA	limited	limited	0.2500	4	0.6667	moderate	limited	limited
Pseudaminobacter defluvii	moderate	limited	NA	limited	limited	limited	limited	limited	limited	limited	limited	NA	limited	limited	0.0000	10	0.1667	limited	limited	limited
Geobacillus proteiniphilus	moderate	limited	moderate	moderate	moderate	limited	limited	limited	limited	NA	limited	limited	moderate	limited	0.3636	11	0.0833	moderate	limited	limited
Micromonospora vinacea	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	NA	limited	limited	limited	limited	0.0909	11	0.0833	moderate	limited	limited
Gluconobacter potus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	0	1.0000			
Aminobacter carboxidus	limited	NA	NA	NA	NA	limited	NA	limited	NA	NA	limited	NA	NA	limited	0.0000	3	0.7500	limited	limited	limited
Myroides gitamensis	limited	NA	NA	NA	limited	NA	limited	limited	limited	NA	NA	NA	limited	limited	0.0000	5	0.5833	limited	limited	limited
Halorubrum aquaticum	moderate	NA	NA	NA	limited	NA	NA	limited	limited	NA	NA	NA	limited	limited	0.0000	4	0.6667	limited	limited	limited
Mesomycoplasma ovipneumoniae	moderate	limited	NA	moderate	limited	limited	moderate	limited	moderate	moderate	NA	NA	moderate	moderate	0.5556	9	0.2500	moderate	limited	moderate
Shewanella azerbaijanica	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Frateuria defendens	limited	limited	limited	NA	limited	limited	NA	limited	limited	NA	limited	NA	limited	limited	0.0000	8	0.3333	limited	limited	limited
Vibrio crosai	NA	moderate	moderate	limited	moderate	limited	limited	limited	limited	NA	limited	NA	moderate	limited	0.4000	10	0.1667	moderate	limited	limited
Microbulbifer epialgicus	NA	NA	NA	limited	limited	NA	NA	limited	limited	NA	NA	NA	NA	limited	0.0000	4	0.6667	limited	limited	limited
Providencia thailandensis	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	1	0.9167			
Rhizobium chutanense	moderate	limited	moderate	NA	limited	NA	limited	limited	limited	moderate	limited	NA	moderate	limited	0.3333	9	0.2500	moderate	limited	limited
Enterococcus florum	moderate	NA	NA	NA	NA	NA	NA	limited	limited	NA	NA	limited	limited	limited	0.0000	4	0.6667	limited	limited	limited
